,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,3N,4,4,5D,4,3N,4,4,36
1,BLACK,578,211,467,404,552,397,172,415,430,3626
2,BLUE,546,193,431,391,537,382,149,383,414,3426
3,WHITE,519,166,386,363,519,364,137,358,397,3209
4,RED,458,142,336,322,463,319,93,313,358,2804
5,RESORT,480,160,336,343,490,345,119,339,374,2986
6,Hdcp,15,9,3,1,7,13,5,11,17,­
