,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,3N,5,4,4,3,5D,4,36
1,Champion,391,440,200,628,388,378,242,507,411,3585
2,Back,365,416,181,553,374,359,223,488,390,3349
3,Regular,336,384,158,532,352,333,196,459,362,3112
4,Ladies,275,341,92,485,292,301,135,376,332,2629
5,Hdcp,9,3,15,1,7,13,17,5,11,­
