,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,3,4D,4,5,4,3N,5,37
1,B.T(椿）,343,545,154,393,451,483,416,175,485,3445
2,R.T(椿）,321,512,138,376,428,454,390,157,476,3252
3,L.T(椿）,298,480,75,325,340,303,285,128,389,2623
4,B.T(山吹）,328,572,208,379,408,396,384,178,521,3374
5,L.T(山吹）,283,504,125,312,293,212,285,123,466,2603
6,R.T(山吹）,306,539,200,362,385,367,364,160,503,3186
7,Hdcp,16,4,10,8,2,14,12,6,18,­
