,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,3,5,4,4,3N,4,5D,36
1,Back,387,369,183,536,437,409,191,435,527,3474
2,Reg.,357,347,163,514,409,365,172,411,502,3240
3,Hdcp,15,3,11,5,7,13,17,1,9,­
