,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3N,5,4,4D,5,3,4,36
1,Champion,414,396,184,556,350,429,538,219,409,3495
2,Back,387,369,163,534,327,404,511,197,375,3267
3,Regular,359,343,135,506,304,376,475,173,347,3018
4,Ladies,286,319,96,398,279,261,412,125,289,2465
5,Silver,333,319,104,469,279,341,443,143,316,2747
6,Hdcp,12,4,18,6,14,2,8,16,10,­
