,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,3,4D,4,4,3N,4,5,36
1,Back,397,507,249,399,389,345,160,374,573,3393
2,Reg,343,487,189,370,375,330,145,333,555,3127
3,Front,328,359,134,281,310,309,90,278,333,2422
4,Hdcp,13,9,7,11,1,15,17,5,3,­
