,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4.0,4.0,5.0,4D,3.0,4.0,3N,4.0,5.0,36
1,BLACK,410.0,321.0,515.0,403,204.0,374.0,197,318.0,532.0,3274
2,BLUE,388.0,321.0,497.0,373,185.0,336.0,178,318.0,515.0,3111
3,WHITE,364.0,307.0,469.0,354,156.0,336.0,165,283.0,489.0,2923
4,GOLD,319.0,276.0,424.0,333,138.0,306.0,139,251.0,465.0,2651
5,Pink,264.0,222.0,305.0,240,107.0,220.0,70,193.0,369.0,1990
6,RED,319.0,276.0,398.0,333,107.0,265.0,139,251.0,421.0,2509
7,Hdcp,,,,,,,,,,­
