,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,4,5,4,3N,4,3,5D,36
1,黒,401,378,317,596,385,133,347,156,511,3224
2,青,382,357,301,575,370,133,332,145,495,3090
3,白,360,338,282,561,353,126,320,132,479,2951
4,ゴールド,339,326,255,470,323,126,320,132,409,2700
5,ピンク,244,294,246,432,287,121,303,121,394,2442
6,赤,281,294,246,470,287,121,303,121,409,2532
7,Hdcp,6,8,18,2,10,12,16,14,4,­
