,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5D,4,3D,4,4,3,4,5,36
1,Back,435,516,372,226,362,390,153,424,498,3376
2,Reg,405,484,340,209,338,364,136,394,472,3142
3,Hdcp,7,3,13,1,15,11,17,5,9,­
