,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4.0,5.0,3.0,4.0,4.0,3N,4.0,5D,4.0,36
1,BLACK,428.0,557.0,175.0,348.0,382.0,190,376.0,487,447.0,3390
2,BLUE,414.0,533.0,162.0,336.0,382.0,170,357.0,467,432.0,3253
3,WHITE,387.0,512.0,151.0,315.0,361.0,145,337.0,435,411.0,3054
4,GOLD,351.0,455.0,119.0,278.0,343.0,131,314.0,404,365.0,2760
5,Pink,265.0,373.0,119.0,244.0,262.0,104,194.0,286,233.0,2080
6,RED,323.0,430.0,119.0,278.0,327.0,104,281.0,369,352.0,2583
7,Hdcp,,,,,,,,,,­
