,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
East Potomac Golf Course - Blue Course,Blue,M,72,70.0,90.8,112,34.7  /  110,35.3  /  114
,White,M,72,68.2,88.1,107,33.8  /  104,34.4  /  110
,Gold,M,72,65.9,84.8,102,32.8  /  101,33.1  /  102
,White,F,72,72.5,103.0,130,36.8  /  120,35.7  /  139
,Red,F,72,68.1,95.4,116,33.9  /  115,34.2  /  116
East Potomac Golf Course - Red Course,White,M,27,25.7,0.0,0,25.7  /  0,/
,Red,M,27,25.1,0.0,0,25.1  /  0,/
,White,F,27,26.4,0.0,0,26.4  /  0,/
,Red,F,27,25.8,0.0,0,25.8  /  0,/
East Potomac Golf Course - White Course,White,M,66,62.2,80.4,98,31.1  /  98,31.1  /  98
,Red,M,66,60.8,78.4,95,30.4  /  95,30.4  /  95
,White - 9 holes,M,33,31.1,40.2,98,31.1  /  98,/
,Red - 9 holes,M,33,30.4,39.2,95,30.4  /  95,/
,White,F,66,66.8,92.8,110,33.4  /  110,33.4  /  110
,Red,F,66,64.6,89.8,107,32.3  /  107,32.3  /  107
,White - 9 holes,F,33,33.4,46.4,110,33.4  /  110,/
,Red 9-hole,F,33,32.3,44.9,107,32.3  /  107,/
Langston Golf Course,Blue,M,72,70.9,93.3,121,34.8  /  115,36.1  /  126
,White,M,72,68.6,89.9,115,34.3  /  114,34.3  /  115
,Gold,M,72,65.6,85.7,108,32.6  /  105,33.0  /  111
,Green,M,72,61.7,80.1,99,30.8  /  98,30.9  /  100
,Family Silver,M,72,60.6,78.7,98,30.2  /  96,30.4  /  99
,Family Yellow,M,56,56.4,72.2,85,28.1  /  84,28.3  /  86
,White,F,73,74.1,102.6,121,37.0  /  120,37.1  /  122
,Red,F,70,69.6,95.8,111,34.8  /  110,34.8  /  112
,Green,F,69,65.9,90.1,103,32.9  /  100,33.0  /  105
,Family Silver,F,67,64.1,87.1,98,31.9  /  96,32.2  /  99
,Family Yellow,F,61,57.3,77.3,85,28.4  /  83,28.9  /  86
Rock Creek Golf Course,Middle- White,M,65,61.4,79.8,99,30.7  /  99,30.7  /  99
