,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Alpine Lake Resort - Alpine Lakes Resort,White,M,71,69.2,90.8,116,34.1  /  114,35.1  /  118
,Gold,M,71,66.8,87.6,112,33.0  /  110,33.8  /  114
,Ladies,F,71,67.6,93.2,109,34.4  /  113,33.2  /  104
Apple Valley,Blue,M,76,73.2,94.0,112,36.6  /  112,36.6  /  112
,White,M,76,72.0,91.8,107,36.0  /  107,36.0  /  107
,Gold,M,76,66.2,85.0,101,33.1  /  101,33.1  /  101
,Red,F,76,70.8,95.4,104,35.4  /  104,35.4  /  104
Bel Meadow Golf Club,Black,M,72,73.9,98.9,135,36.9  /  130,37.0  /  139
,Blue,M,72,71.9,96.0,130,36.2  /  129,35.7  /  130
,White,M,72,69.6,93.4,128,35.1  /  126,34.5  /  130
,Gold,M,72,67.4,89.1,117,34.2  /  117,33.2  /  116
,Red,M,72,63.9,83.5,106,32.3  /  108,31.6  /  103
,Red,F,72,69.2,98.5,125,34.8  /  123,34.4  /  126
Berry Hills Country Club,Blue,M,70,71.3,96.8,137,36.2  /  143,35.1  /  131
,White,M,70,69.4,93.9,132,35.4  /  136,34.0  /  128
,Gold,M,70,65.1,87.9,123,33.0  /  122,32.1  /  124
,Red,F,70,69.0,99.4,129,35.2  /  130,33.8  /  128
Big Bend GC,White,M,71,68.3,87.9,106,34.5  /  107,33.8  /  104
,Gold,M,71,65.7,84.8,103,33.1  /  108,32.6  /  98
,Red,F,71,69.1,95.3,111,34.8  /  114,34.3  /  108
Black Knight CC,Black,M,72,71.8,96.4,132,35.9  /  132,35.9  /  132
,Black/White,M,72,70.8,94.3,127,35.9  /  132,34.9  /  121
,White,M,72,69.8,92.2,121,34.9  /  121,34.9  /  121
,White/Yellow,M,72,67.7,89.7,119,34.9  /  121,32.8  /  116
,Yellow,M,72,65.6,87.2,116,32.8  /  116,32.8  /  116
,Red,M,72,64.0,84.8,112,32.0  /  112,32.0  /  112
,Yellow,F,72,70.6,99.2,121,35.3  /  121,35.3  /  121
,Yellow/Red,F,72,69.3,97.7,121,35.1  /  122,34.2  /  119
,Red,F,72,68.4,96.4,119,34.2  /  119,34.2  /  119
Bridge Haven G.C.,Blue,M,71,70.8,95.5,133,35.3  /  125,35.5  /  140
,White,M,71,66.8,89.9,124,33.4  /  118,33.4  /  130
,Gold,M,71,64.1,85.1,114,32.4  /  109,31.7  /  118
,Red,M,71,63.0,84.5,116,31.3  /  104,31.7  /  127
,Red,F,71,65.9,92.6,114,32.3  /  108,33.6  /  119
Bridgeport Country Club,Blue,M,72,71.8,96.4,133,35.5  /  128,36.3  /  137
,White,M,72,70.8,94.9,130,35.0  /  122,35.8  /  138
,Gold,M,72,67.4,90.6,124,33.9  /  128,33.5  /  120
,Red,F,72,72.3,101.7,126,36.4  /  126,35.9  /  125
,Silver,F,71,68.4,96.0,117,33.7  /  114,34.7  /  120
Buckhannon Country Club,Back,M,71,69.6,91.4,118,34.9  /  122,34.7  /  113
,Senior,M,71,65.2,87.0,116,32.8  /  116,32.4  /  116
,Women,F,70,67.1,92.0,106,33.5  /  106,33.6  /  105
Cacapon State Park,Blue,M,72,71.9,96.0,130,35.9  /  129,36.0  /  130
,White,M,72,69.8,92.8,124,35.0  /  122,34.8  /  126
,Gold,M,72,67.8,90.1,120,34.0  /  121,33.8  /  119
,Red,M,72,67.0,88.7,117,33.8  /  118,33.2  /  115
,Gold,F,72,74.3,105.0,131,37.3  /  131,37.0  /  130
,Red,F,72,72.8,102.4,126,36.2  /  123,36.6  /  128
Canaan Valley Resort,Blue,M,72,71.4,94.6,125,35.1  /  127,36.3  /  123
,White,M,72,69.9,92.4,121,34.6  /  124,35.3  /  118
,Gold,M,72,68.1,89.4,116,33.9  /  118,34.2  /  113
,Red,M,72,66.3,86.0,107,33.2  /  108,33.1  /  105
,Green,M,72,62.2,80.7,100,30.8  /  101,31.4  /  98
,Gold,F,72,73.6,103.0,125,36.7  /  125,36.9  /  125
,Red,F,72,72.3,101.5,125,36.3  /  125,36.0  /  124
,Green,F,72,65.2,90.1,106,32.0  /  106,33.2  /  105
Cherry Hill Country Club,Red/White,M,70,68.7,90.8,119,34.4  /  116,34.3  /  122
,Silver,M,70,65.6,87.4,117,32.8  /  117,32.8  /  117
,Yellow,F,72,67.4,94.0,113,33.7  /  113,33.7  /  113
Clarksburg Country Club,White,M,70,67.7,89.0,115,32.7  /  113,35.0  /  117
,Gold,M,70,65.4,85.4,109,32.0  /  105,33.4  /  112
,Red,M,70,63.6,82.9,104,31.1  /  101,32.5  /  107
,Red,F,70,67.2,91.7,105,32.4  /  96,34.8  /  113
Clear Fork Valley,Blue,M,70,67.0,86.7,106,33.1  /  101,33.9  /  111
,White,M,70,64.9,82.6,95,32.3  /  91,32.6  /  99
,Gold,M,70,62.6,81.4,101,30.8  /  100,31.8  /  102
,Red,F,70,66.2,91.1,106,33.1  /  107,33.1  /  104
Creekside Golf Course,Blue,M,70,69.0,91.5,122,33.3  /  122,35.7  /  121
,White,M,70,67.0,87.5,110,32.3  /  116,34.7  /  104
,Gold,M,70,65.9,85.9,108,31.8  /  109,34.1  /  107
,Red,F,70,65.8,91.7,110,32.5  /  108,33.3  /  112
Edgewood Country Club,Black,M,71,73.4,98.6,136,35.0  /  131,38.4  /  140
,Blue,M,71,71.4,95.0,128,34.3  /  125,37.1  /  130
,Blue/White,M,71,68.9,91.8,125,33.0  /  123,35.9  /  126
,White,M,71,67.6,90.4,122,32.4  /  120,35.2  /  124
,White/Green,M,71,66.6,88.8,120,31.6  /  116,35.0  /  123
,Green,M,71,65.4,87.1,116,31.2  /  113,34.2  /  119
,Red,M,71,64.4,85.7,115,30.8  /  110,33.6  /  119
,Green,F,71,69.6,96.0,113,33.2  /  107,36.4  /  118
,Red,F,71,67.4,93.8,112,31.9  /  107,35.5  /  116
Elks GC,Blue/Red,M,72,69.2,90.8,117,34.7  /  121,34.5  /  112
,Black/Silver,M,72,64.2,83.6,105,32.6  /  109,31.6  /  100
,White/Gold,F,72,67.5,94.3,114,33.5  /  119,34.0  /  109
Esquire GC,Blue,M,72,72.6,93.9,115,36.0  /  111,36.6  /  118
,White,M,72,70.2,91.1,113,35.1  /  113,35.1  /  112
,Gold,M,72,67.4,86.7,104,33.8  /  107,33.6  /  101
,Grey,M,72,64.2,82.2,97,32.3  /  100,31.9  /  94
