,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Abbey Springs Golf Course,Walnut,M,72,72.6,98.2,138,36.2  /  137,36.4  /  139
,Maple,M,72,71.0,95.9,134,35.4  /  133,35.6  /  135
,Maple/Oak,M,72,68.8,93.0,130,34.5  /  130,34.3  /  130
,Oak,M,72,67.4,91.2,128,33.7  /  128,33.7  /  128
,Ash,M,72,63.8,86.2,120,32.0  /  120,31.8  /  120
,Maple,F,72,75.9,108.2,137,37.9  /  134,38.0  /  140
,Maple/Oak,F,72,73.3,104.2,131,36.9  /  130,36.4  /  132
,Oak,F,72,71.7,101.8,128,35.9  /  126,35.8  /  130
,Ash,F,72,67.3,95.9,121,33.9  /  121,33.4  /  121
Alaskan Golf Club,White / White,M,72,66.4,86.6,109,33.2  /  109,33.2  /  109
,Red / Red,M,72,63.8,83.2,104,31.9  /  104,31.9  /  104
,White,M,36,33.2,43.2,109,33.2  /  109,/
,Red,M,36,31.9,41.6,104,31.9  /  104,/
,White / White,F,72,71.0,98.6,117,35.5  /  117,35.5  /  117
,Red / Red,F,72,67.8,93.8,110,33.9  /  110,33.9  /  110
,White,F,36,35.5,49.3,117,35.5  /  117,/
,Red,F,36,33.9,46.9,110,33.9  /  110,/
Alpine Golf Course - Black & Blue,White,M,71,68.5,90.1,116,33.7  /  121,34.8  /  111
,Red,M,71,64.6,84.8,109,31.7  /  114,32.9  /  104
,White,F,71,73.8,103.2,125,36.2  /  119,37.6  /  130
,Red,F,70,68.9,95.9,114,33.9  /  109,35.1  /  119
Alpine Golf Course - Black & Red,White,M,70,66.7,88.0,115,33.7  /  121,33.1  /  109
,Red,M,70,63.3,83.5,109,31.7  /  114,31.6  /  104
,White,F,71,71.9,100.0,119,36.2  /  119,35.7  /  119
,Red,F,70,67.8,94.0,111,33.9  /  109,34.0  /  111
Alpine Golf Course - Black & White,White,M,70,68.7,90.2,116,33.7  /  121,35.0  /  111
,Red,M,70,64.1,84.0,107,31.7  /  114,32.4  /  100
,White,F,72,74.1,102.6,121,36.2  /  119,37.9  /  122
,Red,F,71,68.5,94.3,109,33.9  /  109,34.7  /  109
Alpine Golf Course - Blue & Red,White,M,71,67.8,88.3,110,34.8  /  111,33.1  /  109
,Red,M,71,64.6,83.8,103,32.9  /  104,31.6  /  104
,White,F,70,73.3,102.7,125,37.6  /  130,35.7  /  119
,Red,F,70,69.1,96.4,116,35.1  /  119,34.0  /  111
Alpine Golf Course - Red & White,White,M,70,68.1,88.5,110,33.1  /  109,35.0  /  111
,Red,M,70,64.0,83.0,102,31.6  /  104,32.4  /  100
,White,F,71,73.6,102.1,121,35.7  /  119,37.9  /  122
,Red,F,71,68.7,94.6,110,34.0  /  111,34.7  /  109
Alpine Golf Course - White & Blue,White,M,71,69.8,90.5,111,35.0  /  111,34.8  /  111
,Red,M,71,65.3,84.3,102,32.4  /  100,32.9  /  104
,White,F,71,75.5,105.2,126,37.9  /  122,37.6  /  130
,Red,F,71,69.8,96.7,114,34.7  /  109,35.1  /  119
Alpine Valley Resort - Meadows / Sugar Creek,Blue,M,71,70.1,93.1,124,35.5  /  126,34.6  /  122
,White,M,71,68.5,91.0,121,34.6  /  123,33.9  /  119
,Red,M,70,65.6,86.8,114,33.1  /  115,32.5  /  113
,White,F,72,73.8,103.7,127,37.3  /  129,36.5  /  125
,Red,F,71,70.2,98.3,119,35.4  /  120,34.8  /  118
Alpine Valley Resort - Sugar Creek / Summit,Blue,M,71,69.3,92.1,123,34.6  /  122,34.7  /  124
,White,M,71,67.9,90.2,120,33.9  /  119,34.0  /  121
,Red,M,70,65.0,86.0,113,32.5  /  113,32.5  /  113
,White,F,72,73.2,102.9,126,36.5  /  125,36.7  /  127
