,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
18 Mile Creek GC,Black,M,70,67.8,88.6,112,33.3  /  112,34.5  /  112
,Bronze,M,70,66.2,86.7,111,33.0  /  113,33.2  /  108
,Silver,M,70,64.8,84.9,108,32.4  /  111,32.4  /  105
,Gold,M,70,61.4,78.9,94,30.5  /  91,30.9  /  97
,Bronze,F,70,70.7,98.1,116,35.1  /  117,35.6  /  115
,Silver,F,70,68.7,95.4,113,33.8  /  114,34.9  /  112
,Gold,F,70,64.3,88.3,102,31.6  /  101,32.7  /  103
Adams Country Club,Blue,M,35,34.6,46.6,129,34.6  /  129,/
,White,M,35,33.9,45.8,128,33.9  /  128,/
,Gold,M,35,32.0,42.3,111,32.0  /  111,/
,Red,F,35,34.0,48.4,122,34.0  /  122,/
Airway Meadows Golf Course,Blue,M,72,71.0,94.3,126,36.1  /  123,34.9  /  128
,White,M,72,69.0,91.8,123,34.8  /  118,34.2  /  127
,Gold,M,72,64.2,84.2,108,32.0  /  104,32.2  /  111
,Gold,F,71,68.5,97.0,121,34.0  /  118,34.5  /  124
,Red,F,71,66.8,93.5,113,33.6  /  115,33.2  /  111
Albany Country Club,Blue,M,72,73.3,97.2,129,36.7  /  130,36.6  /  127
,Blue-White Combo,M,72,72.2,96.2,129,36.0  /  129,36.2  /  129
,White,M,72,71.4,94.9,127,35.6  /  127,35.8  /  126
,White/Green Combo,M,72,70.8,93.7,124,35.3  /  125,35.5  /  122
,Green,M,72,69.9,92.9,124,34.6  /  127,35.3  /  121
,Yellow,M,72,68.2,90.2,118,33.6  /  118,34.6  /  118
,Red,M,72,65.8,87.8,118,32.7  /  119,33.1  /  117
,Yellow,F,73,74.7,105.9,133,36.9  /  129,37.8  /  136
,Red,F,73,72.0,101.8,127,36.0  /  126,36.0  /  127
,Forward Red,F,73,68.5,96.7,120,33.9  /  118,34.6  /  121
Allegheny Hills,Black,M,71,69.5,92.0,121,34.3  /  119,35.2  /  123
,Blue,M,71,67.6,89.6,118,33.0  /  119,34.6  /  117
,Gold,M,71,63.6,83.3,106,31.4  /  105,32.2  /  107
,Blue,F,71,72.4,101.6,124,35.4  /  121,37.0  /  126
,Red,F,71,65.3,90.8,109,32.5  /  108,32.8  /  109
Amsterdam Municipal GC,Blue,M,71,72.0,94.9,123,36.8  /  130,35.2  /  116
