,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Agawam Hunt,BLACK INNER NINE,M,70,70.4,94.8,131,35.2  /  131,35.2  /  131
,BLACK,M,69,70.2,93.9,128,35.0  /  127,35.2  /  128
,WHITE INNER NINE,M,70,68.8,92.6,128,34.4  /  128,34.4  /  128
,WHITE,M,69,68.0,90.5,122,33.7  /  121,34.3  /  122
,YELLOW,M,69,65.4,86.7,115,32.4  /  114,33.0  /  115
,YELLOW INNER NINE,M,70,65.4,87.0,116,32.7  /  116,32.7  /  116
,BLACK INNER NINE,F,72,76.2,108.2,136,38.1  /  136,38.1  /  136
,BLACK,F,71,75.8,107.0,132,37.6  /  131,38.2  /  133
,WHITE INNER NINE,F,72,73.8,105.0,132,36.9  /  132,36.9  /  132
,WHITE,F,71,73.3,103.1,127,36.4  /  128,36.9  /  125
,YELLOW INNER NINE,F,72,70.0,99.2,124,35.0  /  124,35.0  /  124
,YELLOW,F,71,69.5,97.1,117,34.5  /  118,35.0  /  116
Alpine CC,GOLD,M,72,73.2,97.1,129,37.1  /  130,36.1  /  127
,BLUE,M,72,72.0,95.7,128,36.3  /  129,35.7  /  126
,WHITE,M,72,70.7,94.2,127,35.7  /  127,35.0  /  126
,SILVER,M,72,69.0,91.9,123,34.8  /  127,34.2  /  119
,RED,M,72,68.6,91.2,122,34.3  /  121,34.3  /  123
,BLUE,F,73,76.3,105.8,126,38.3  /  126,38.0  /  125
,WHITE,F,73,74.9,104.0,124,37.6  /  123,37.3  /  125
,SILVER,F,73,73.8,101.8,119,37.3  /  120,36.5  /  118
,RED,F,73,73.1,100.7,117,36.5  /  114,36.6  /  120
Beaver River GC,BLUE,M,70,67.8,90.1,120,34.4  /  121,33.4  /  119
,WHITE,M,70,66.2,88.1,118,33.4  /  118,32.8  /  117
,SENIOR,M,70,64.7,86.2,116,33.0  /  118,31.7  /  113
,RED,M,70,64.1,85.2,114,32.5  /  114,31.6  /  113
,WHITE,F,71,73.0,103.2,128,36.9  /  128,36.1  /  128
,RED,F,71,68.1,95.4,116,34.4  /  119,33.7  /  113
Country View GC,BLUE,M,70,68.9,90.2,115,33.9  /  111,35.0  /  118
,WHITE,M,70,64.8,85.3,110,31.0  /  102,33.8  /  118
