,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3,4,5,4,4,4,3N,5D,36
1,Black,393,177,292,539,389,406,417,185,481,3279
2,Blue,361,170,281,526,367,392,394,161,455,3107
3,White,346,147,277,516,358,350,360,136,447,2937
4,Red,270,84,244,396,318,273,306,124,427,2442
5,Hdcp,4,14,16,8,2,10,6,18,12,­
