,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,3N,4,4,4,4,3,5D,36
1,Back,428,490,179,420,385,454,310,153,528,3347
2,Regular,412,490,152,399,378,438,301,136,519,3225
3,Front,392,475,125,386,362,428,282,136,481,3067
4,Gold,348,439,125,362,309,413,282,136,449,2863
5,Ladies,348,380,116,320,309,355,282,119,449,2678
6,Ladies2,279,380,116,320,309,355,282,119,401,2561
7,Hdcp,6,8,16,4,10,2,14,18,12,­
