,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,3,4D,5,4,5,3N,4,36
1,Black,380,455,205,425,530,420,585,180,440,3620
2,Blue,360,425,180,400,510,370,550,165,385,3345
3,White,345,395,150,390,490,350,525,140,360,3145
4,Red,325,365,140,305,465,325,505,125,340,2895
5,Hdcp,16,2,14,6,8,12,4,18,10,­
