,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3,5,4,5,3N,4D,4,36
1,Blue,399,361,187,470,410,545,189,407,388,3356
2,White,384,353,147,456,387,521,170,380,342,3140
3,Red,289,346,118,307,324,438,88,256,288,2454
4,Hdcp,4,16,18,14,2,8,10,6,12,­
