,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3,4,4,5,4,3N,5,4,36
1,バック,355,156,377,346,515,410,195,486,402,3242
2,レギュラー,335,144,352,318,493,396,170,471,386,3065
3,レディース,312,116,294,281,407,346,150,380,343,2629
4,Hdcp,9,17,13,15,5,1,7,11,3,­
