,勝成　IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,3,4,4D,4,3N,5,4,36
1,BACK,503,320,167,386,315,320,155,500,394,3060
2,REGULAR,487,271,158,370,307,303,141,472,371,2880
3,LADIES,397,219,93,250,268,243,113,385,232,2200
4,Hdcp,4,13,16,3,18,12,17,7,8,­
