,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3,4D,4,3N,5,4,4,36
1,Blue,558,349,155,425,391,146,535,349,447,3355
2,White,533,337,145,380,367,125,475,332,418,3112
3,Red,416,316,129,266,308,113,387,304,377,2616
4,Hdcp,5,13,17,1,9,15,7,11,3,­
