,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,4,3,4,4,3N,4,5D,36
1,Tour,392,585,399,191,387,400,201,451,600,3606
2,BLUE,364,556,365,157,369,324,139,418,556,3248
3,WHITE,335,513,310,123,314,255,119,370,517,2856
4,Gold,392,585,399,170,387,363,158,451,577,3482
5,RED,269,472,280,52,254,201,95,314,473,2410
6,Hdcp,7,15,5,11,9,13,17,1,3,­
