,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3N,4,4,5D,4,3N,4D,36
1,バック,518,400,187,457,322,562,372,200,412,3430
2,レギュラー,508,360,165,428,306,474,354,189,388,3172
3,フロント,488,335,143,411,306,474,347,187,371,3062
4,レディース,411,267,125,313,302,421,340,150,292,2621
5,Hdcp,17,3,9,1,15,13,7,11,5,­
