,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Wierzchowiska G&CC - 2019,White 2x9 M,M,68,66.4,87.0,111,33.2  /  111,33.2  /  111
,MIX 9Whi+9Yel M,M,68,65.7,86.0,110,33.2  /  111,32.5  /  108
,Yellow 2x9 M,M,68,65.0,85.0,108,32.5  /  108,32.5  /  108
,MIX 9Red+9Blu M,M,68,62.6,82.4,107,31.3  /  103,31.3  /  110
,Red 2x9 M,M,68,62.6,81.8,103,31.3  /  103,31.3  /  103
,Blue 2x9 M,M,68,62.6,83.0,110,31.3  /  110,31.3  /  110
,White M,M,34,33.2,43.5,111,33.2  /  111,/
,Yellow M,M,34,32.5,42.5,108,32.5  /  108,/
,Red M,M,34,31.3,40.9,103,31.3  /  103,/
,Blue M,M,34,31.3,41.5,110,31.3  /  110,/
,White 2x9 W,F,68,71.6,102.2,130,35.8  /  130,35.8  /  130
,MIX 9Whi+9Yel W,F,68,71.0,100.6,126,35.8  /  130,35.2  /  121
,Yellow 2x9 W,F,68,70.4,99.0,121,35.2  /  121,35.2  /  121
,Blue 2x9 W,F,68,67.4,94.4,114,33.7  /  114,33.7  /  114
,MIX 9Red+9Blu W,F,68,67.0,93.8,114,33.3  /  113,33.7  /  114
,Red 2x9 W,F,68,66.6,93.2,113,33.3  /  113,33.3  /  113
,White W,F,34,35.8,51.1,130,35.8  /  130,/
,Yellow W,F,34,35.2,49.5,121,35.2  /  121,/
,Blue W,F,34,33.7,47.2,114,33.7  /  114,/
,Red W,F,34,33.3,46.6,113,33.3  /  113,/
