,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,4,3,5,4,4,3N,4,36
1,Back,397,460,428,192,513,336,355,188,404,3273
2,REGULAR,379,443,396,154,485,309,337,165,383,3051
3,SINIOR,347,430,368,154,457,309,337,146,358,2906
4,GOLD,306,359,333,142,420,309,298,126,249,2542
5,LADIES,288,307,294,142,307,282,244,126,218,2208
6,Hdcp,6,10,12,16,4,18,8,14,2,­
