,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3,4,4,4,5,3,4D,36
1,Back,470,375,122,266,332,395,470,162,388,2980
2,REGULAR,442,340,111,260,311,377,441,149,365,2796
3,SINIOR,414,340,111,260,289,307,441,128,338,2628
4,GOLD,377,276,100,252,221,286,405,111,300,2328
5,LADIES,334,224,96,252,221,215,362,111,257,2072
6,Hdcp,3,9,17,15,11,1,7,13,5,­
