,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,4,5,3,5D,3N,4,4,36
1,C.T,411,348,462,563,167,565,228,396,390,3530
2,B.T,379,338,438,538,148,521,213,343,372,3290
3,R.T,361,333,404,512,133,482,171,320,349,3065
4,L.T,317,236,332,379,120,365,110,302,306,2467
5,Hdcp,7,9,1,5,15,13,3,11,17,­
