,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
CESOF 2004,AZULES-,M,54,56.3,71.1,80,28.1  /  80,28.1  /  80
CLUB CAMP EL RANCHO - 2003,ROJAS DAMAS,M,72,68.6,90.7,119,34.8  /  125,33.9  /  112
CLUB CAMP EL RANCHO - 2010,AZULES,M,72,73.8,99.1,136,36.9  /  133,36.9  /  138
,AZULES AGOSTO 2014,M,72,72.3,97.2,134,35.7  /  131,36.6  /  137
,AZULES AGOSTO 25/2015,M,72,72.1,96.4,131,35.5  /  125,36.6  /  137
,BLANCAS,M,72,71.0,95.3,131,35.7  /  130,35.2  /  131
,BLANCAS AGOSTO 2014,M,71,70.1,93.8,128,34.9  /  122,35.2  /  133
,BLANCAS AGOSTO 25/2015,M,71,70.1,93.6,126,34.9  /  119,35.2  /  133
,BLANCAS ROJAS,F,72,75.5,111.0,151,37.7  /  153,37.8  /  148
,ROJAS,F,72,74.4,105.9,134,38.1  /  140,36.4  /  127
,ROJAS AGOSTO 2014,F,72,73.5,105.9,138,37.2  /  138,36.3  /  137
,ROJAS AGOSTO 25/2015,F,72,73.4,105.1,135,37.1  /  132,36.3  /  137
CLUB CAMP EL RANCHO - 2014 y 2016,AZULES,M,72,72.5,97.2,133,35.8  /  130,36.7  /  136
,AZULES 2016,M,72,72.5,97.2,133,35.7  /  128,36.8  /  138
,AZULES 2017,M,72,72.4,97.5,135,35.9  /  129,36.5  /  141
,AZULES AGOSTO 25/2015,M,72,72.2,96.4,131,35.5  /  125,36.7  /  136
,BLANCAS 2016,M,71,70.5,94.2,128,34.9  /  121,35.6  /  135
,BLANCAS,M,71,70.3,94.0,128,34.9  /  123,35.4  /  132
,BLANCAS AGOSTO 25/2015,M,71,70.3,93.8,127,34.9  /  121,35.4  /  132
,BLANCAS 2017,M,71,70.3,94.7,132,35.0  /  124,35.3  /  139
,AMARILLAS 2016,M,71,65.7,89.2,127,33.0  /  124,32.7  /  129
,AMARILLAS,M,71,65.3,88.6,126,32.9  /  123,32.4  /  128
,BLANCAS ROJAS 2016,F,71,76.1,110.4,146,37.8  /  147,38.3  /  144
,BLANCAS ROJAS,F,72,75.8,110.2,146,37.7  /  147,38.1  /  145
,ROJAS AGOSTO 25/2015,F,71,73.0,104.1,132,36.8  /  135,36.2  /  129
,ROJAS 2017,F,71,72.5,103.5,131,36.4  /  131,36.1  /  131
,ROJAS,F,71,72.4,103.0,130,36.2  /  131,36.2  /  129
,ROJAS AGOSTO 2016,F,71,72.3,103.4,132,36.2  /  134,36.1  /  130
CLUB CAMP EL RANCHO - 2018 - Repatronaje 10 años,AZULES,M,72,71.7,96.5,134,36.0  /  125,35.7  /  142
,BLANCAS,M,72,69.8,94.4,133,35.2  /  126,34.6  /  139
,AMARILLAS,M,72,66.7,89.9,125,33.4  /  125,33.3  /  125
,BLANCAS ROJAS,F,72,75.6,110.6,148,37.6  /  150,38.0  /  146
,ROJAS,F,72,72.0,103.7,135,35.9  /  137,36.1  /  132
CLUB CAMP GUAYMARAL (C1) 2003 - CORPORACION CLUB CAMPESTRE GUAYMARAL,AZULES,M,72,72.9,96.1,125,36.6  /  131,36.3  /  118
,BLANCAS,M,72,71.9,95.8,129,35.7  /  134,36.2  /  123
CLUB CAMP GUAYMARAL (C1) 2003 - CORPORACION CLUB CAMPESTRE GUAYMARAL UNO,BLANCAS ROJAS,F,72,76.7,111.4,147,38.3  /  150,38.4  /  144
,ROJAS,F,72,74.1,106.3,137,36.8  /  145,37.2  /  130
CLUB CAMPESTRE GUAYMARAL Campo 1 2021,5212 Caballeros,M,72,63.6,82.2,100,31.8  /  99,31.8  /  101
,4.774 Damas,F,72,65.3,94.4,124,32.5  /  121,32.8  /  126
CLUB CAMPESTRE GUAYMARAL (C2) 2020 - CAMPO 2 - 2020,NEGRAS,M,72,75.5,101.1,138,37.3  /  141,38.2  /  135
,AZULES,M,72,73.3,98.3,135,36.3  /  133,37.0  /  136
,BLANCAS,M,72,70.5,94.0,127,35.3  /  129,35.2  /  124
,ROJAS HOMBRES,M,72,66.3,87.7,116,33.1  /  123,33.2  /  108
,BLANCAS DAMAS,F,72,77.3,111.9,147,38.6  /  150,38.7  /  143
,ROJAS,F,72,71.2,103.6,138,35.8  /  140,35.4  /  135
Club Campestre GUAYMARAL Campo 2 2021,5157 Caballeros,M,72,63.7,82.9,103,31.6  /  102,32.1  /  104
,5157 Damas,F,72,68.0,98.9,131,33.5  /  131,34.5  /  131
,4.785 Damas,F,72,65.5,96.0,130,32.6  /  129,32.9  /  130
CLUB POPULAR LA FLORIDA,AZULES,M,72,72.6,98.8,141,36.3  /  141,36.3  /  141
,BLANCAS,M,72,69.6,95.4,139,34.8  /  139,34.8  /  139
,ROJAS - DAMAS,F,72,72.8,107.0,145,36.4  /  145,36.4  /  145
CLUB SOCIAL LOS BUHOS - CLUB SOCIAL LOS BUHOS 2003,AZULES,M,66,63.9,87.6,128,32.0  /  128,32.0  /  128
,BLANCAS,M,66,63.7,87.6,129,31.9  /  129,31.9  /  129
,ROJAS,F,66,67.0,96.8,126,33.5  /  126,33.5  /  126
CLUB SOCIAL LOS BUHOS - CLUB SOCIAL LOS BUHOS 2016,AZULES,M,66,65.3,87.6,120,32.6  /  121,32.7  /  119
,BLANCAS,M,66,61.2,83.3,119,30.6  /  118,30.6  /  119
,ROJAS,F,66,64.0,93.5,126,32.0  /  125,32.0  /  126
CLUB SOCIAL LOS BUHOS - CLUB SOCIAL LOS BUHOS 2021,4932,M,66,62.8,86.2,126,31.4  /  126,31.4  /  126
,4494,M,66,62.0,82.6,111,31.0  /  111,31.0  /  111
,4714,M,66,61.6,83.8,119,30.8  /  119,30.8  /  119
,4932 DAMAS,F,66,67.2,99.2,136,33.6  /  136,33.6  /  136
,4714 DAMAS,F,66,67.2,97.4,128,33.6  /  128,33.6  /  128
,4494 DAMAS,F,66,65.0,95.2,128,32.5  /  128,32.5  /  128
CORP CLUB PAYANDE - 2004,Negras,M,72,73.3,96.7,126,36.3  /  117,37.0  /  135
,Azules,M,72,70.1,93.0,123,34.9  /  120,35.3  /  125
,Blancas,M,72,67.2,87.4,109,33.6  /  107,33.7  /  109
,DAMAS ROJAS,F,72,68.1,93.3,107,33.7  /  107,34.4  /  106
CORP CLUB PAYANDE - 2006,Negras,M,72,72.7,96.0,125,35.6  /  122,36.7  /  138
,Azules,M,72,70.0,91.9,118,34.6  /  117,35.4  /  119
,Blancas,M,72,67.0,88.1,114,33.3  /  110,33.7  /  117
CORP CLUB PAYANDE - CORP CLUB PAYANDE 2019,VERDE OSCURO A,M,72,73.6,98.6,135,36.6  /  127,37.0  /  142
,VERDE OSCURO B,M,72,73.2,98.1,134,36.6  /  127,36.6  /  141
,VERDE CLARO A,M,72,71.0,94.3,126,35.2  /  124,35.8  /  127
,VERDE CLARO B,M,72,70.4,93.3,124,35.2  /  124,35.2  /  123
,AMARILLAS A,M,72,69.0,91.2,120,34.1  /  122,34.9  /  117
,AMARILLAS B,M,72,68.7,90.6,118,34.2  /  121,34.5  /  115
,PURPURA,M,72,65.1,85.6,111,32.4  /  109,32.7  /  112
,BLANCAS DAMAS,F,72,75.0,106.5,134,37.2  /  130,37.8  /  137
,PURPURA D,F,72,69.9,100.0,128,34.9  /  123,35.0  /  132
