,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Gobabis,White,M,70,69.8,92.0,119,34.9  /  119,34.9  /  119
,Red,M,70,64.1,84.3,109,32.1  /  109,32.0  /  109
,White(w),F,70,74.2,106.8,139,37.2  /  137,37.0  /  140
,Red(w),F,70,67.3,96.5,124,33.8  /  123,33.5  /  125
Grootfontein,White,M,72,69.3,92.7,126,34.5  /  124,34.8  /  128
,Red,M,72,67.4,90.2,123,33.6  /  122,33.8  /  124
,Red(w),F,72,73.4,104.4,132,36.8  /  134,36.6  /  129
Henties Bay,White,M,70,66.4,86.7,110,33.3  /  108,33.1  /  111
,Red,M,69,62.9,81.5,100,31.5  /  99,31.4  /  101
,White(w),F,70,71.7,100.5,122,35.9  /  123,35.8  /  121
,Red(w),F,69,67.6,94.4,114,33.8  /  114,33.8  /  113
Karasburg,White,M,72,70.9,92.5,116,35.4  /  115,35.5  /  117
,Red,M,72,66.7,86.3,106,33.4  /  104,33.3  /  107
,Red(w),F,72,73.1,102.9,127,36.7  /  126,36.4  /  127
Klippenberg,White,M,70,67.8,91.1,125,33.7  /  117,34.1  /  133
,White(w),F,70,73.1,105.6,138,36.2  /  139,36.9  /  137
Mariental,White,M,72,71.4,95.2,128,35.6  /  127,35.8  /  129
,Red,M,72,66.4,88.0,116,33.3  /  117,33.1  /  115
,White(w),F,72,78.7,113.0,146,39.6  /  143,39.1  /  148
,Red(w),F,73,72.7,103.7,132,36.9  /  131,35.8  /  132
Okahandja,White,M,72,70.8,94.0,125,35.8  /  127,35.0  /  123
,Blue,M,72,66.9,88.2,115,33.8  /  116,33.1  /  113
,Red,M,72,63.9,83.9,108,32.1  /  109,31.8  /  107
,Blue(w),F,72,73.5,104.0,130,37.2  /  135,36.3  /  124
,Red(w),F,72,70.1,98.5,121,35.3  /  126,34.8  /  115
Omeya Golf Estate,Black,M,73,76.3,102.1,139,38.0  /  136,38.3  /  142
,Yellow,M,72,74.3,99.4,135,36.9  /  131,37.4  /  139
,White,M,72,72.7,97.0,131,36.1  /  128,36.6  /  133
,Blue,M,72,70.5,94.1,127,34.8  /  119,35.7  /  135
,Red,M,72,67.7,89.9,120,33.6  /  113,34.1  /  126
,White(w),F,72,78.8,115.3,154,39.3  /  153,39.5  /  155
,Blue(w),F,72,77.1,112.2,149,38.2  /  145,38.9  /  153
,Red(w),F,72,73.7,107.5,144,36.6  /  141,37.1  /  146
Oranjemund,White,M,73,71.8,94.9,124,35.3  /  118,36.5  /  130
,Blue,M,73,69.0,90.6,117,34.0  /  111,35.0  /  122
,Red,M,73,65.8,86.1,109,32.4  /  104,33.4  /  114
,Blue(w),F,73,75.1,105.6,130,36.9  /  125,38.2  /  134
,Red(w),F,73,70.9,99.7,122,34.8  /  117,36.1  /  127
Oshakati,White,M,72,72.7,96.7,129,36.8  /  130,35.9  /  128
,Red,M,72,69.5,92.3,123,35.6  /  126,33.9  /  119
,White(w),F,72,80.2,115.2,149,40.7  /  149,39.5  /  148
,Red(w),F,72,76.6,109.9,141,39.3  /  145,37.3  /  137
Otijwarongo,White,M,72,71.1,94.3,125,35.4  /  124,35.7  /  126
,White(w),F,72,78.1,111.8,143,38.8  /  139,39.3  /  147
Outjo,White,M,72,69.7,94.2,132,34.9  /  130,34.8  /  133
,Red,M,72,65.3,87.7,121,32.5  /  118,32.8  /  123
,White(w),F,72,76.9,110.6,143,38.4  /  146,38.5  /  140
,Red(w),F,72,71.7,102.8,132,35.6  /  133,36.1  /  131
Rosh Pinah,White,M,72,72.4,95.0,122,36.2  /  123,36.2  /  121
,Red,M,72,69.4,91.0,116,35.0  /  117,34.4  /  115
,White(w),F,72,79.6,112.3,139,39.7  /  138,39.9  /  139
,Red(w),F,72,76.3,107.5,132,38.4  /  132,37.9  /  132
Rossmund,White,M,72,71.4,94.5,125,34.9  /  122,36.5  /  127
,Blue,M,71,68.5,90.5,119,33.5  /  116,35.0  /  121
,Red,M,72,65.0,85.6,111,31.9  /  109,33.1  /  113
,Blue(w),F,72,74.4,104.0,126,36.5  /  122,37.9  /  129
,Red(w),F,72,70.4,97.7,116,34.6  /  114,35.8  /  118
Tsumeb,White,M,72,70.6,93.9,126,35.3  /  124,35.3  /  127
,Red,M,72,65.9,87.1,114,33.0  /  112,32.9  /  116
,White(w),F,72,77.2,110.7,142,38.7  /  145,38.5  /  139
,Red(w),F,73,71.6,102.4,131,36.0  /  133,35.6  /  128
Walvis Bay,White,M,72,69.9,92.1,120,34.8  /  121,35.1  /  118
,Red,M,72,66.2,86.8,111,32.9  /  111,33.3  /  111
,White(w),F,73,75.9,107.2,133,37.8  /  131,38.1  /  134
,Red(w),F,72,71.7,100.8,124,35.5  /  122,36.2  /  125
Windhoek CC,Yellow,M,72,74.3,99.6,137,36.9  /  138,37.4  /  135
,White,M,72,72.1,96.4,131,35.7  /  133,36.4  /  128
,Blue,M,72,70.3,94.1,128,34.6  /  130,35.7  /  126
,Red,M,72,67.9,90.2,120,33.6  /  122,34.3  /  118
,Blue(w),F,72,76.2,109.5,141,37.5  /  143,38.7  /  139
,Red(w),F,72,73.8,106.0,137,36.5  /  140,37.3  /  133
