,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,コース１,コース１.1,コース１.2,コース１.3,コース2,コース2.1,コース2.2,コース2.3,Par,Yards,CourseRating,SlopeRating
272,8100,8100,小倉カントリー倶楽部,OUT,ベント,バック,2014.12.17,IN,ベント,バック,2014.12.17,72,6051,69.9,127
273,8101,8101,小倉カントリー倶楽部,OUT,ベント,レギュラー,2014.12.17,IN,ベント,レギュラー,2014.12.17,72,5896,69.2,125
274,8102,8102,小倉カントリー倶楽部,OUT,ベント,フロント,2014.12.17,IN,ベント,フロント,2014.12.17,72,5533,67.5,122
275,7304,7304,福知山カントリー倶楽部,OUT,コーライ,バック,1980.08.01,IN,コーライ,バック,1980.08.01,72,6701,71.1,128
276,7305,7305,福知山カントリー倶楽部,OUT,コーライ,レギュラー,1980.08.01,IN,コーライ,レギュラー,1980.08.01,72,6318,69.3,123
277,7306,7306,福知山カントリー倶楽部,OUT,コーライ,フロント1,1980.08.01,IN,コーライ,フロント1,1980.08.01,72,5999,67.9,118
278,4931,4931,境川カントリー倶楽部,OUT,Main,バック,2010.06.03,IN,Main,バック,2010.06.03,72,6531,71.1,128
279,4932,4932,境川カントリー倶楽部,OUT,Main,レギュラー,2010.06.03,IN,Main,レギュラー,2010.06.03,72,6211,69.7,124
280,4933,4933,境川カントリー倶楽部,OUT,Sub,バック,2010.06.03,IN,Sub,バック,2010.06.03,72,6203,69.5,123
281,4934,4934,境川カントリー倶楽部,OUT,Sub,レギュラー,2010.06.03,IN,Sub,レギュラー,2010.06.03,72,5889,68.3,120
289,10029,10029,愛野カントリー倶楽部,OUT,ベント・メイン,BT,2016.11.02,IN,ベント・メイン,BT,2016.11.02,72,7153,74.3,138
290,10030,10030,愛野カントリー倶楽部,OUT,ベント・メイン,RT,2016.11.02,IN,ベント・メイン,RT,2016.11.02,72,6734,72.3,132
291,10031,10031,愛野カントリー倶楽部,OUT,ベント・メイン,FT,2016.11.02,IN,ベント・メイン,FT,2016.11.02,72,6318,70.2,128
292,10032,10032,愛野カントリー倶楽部,OUT,ベント・メイン,ST,2016.11.02,IN,ベント・メイン,ST,2016.11.02,72,5882,68.3,124
293,10033,10033,愛野カントリー倶楽部,OUT,ベント・メイン,GT,2016.11.02,IN,ベント・メイン,GT,2016.11.02,72,5520,66.6,120
294,10034,10034,愛野カントリー倶楽部,OUT,ベント・メイン,LT,2016.11.02,IN,ベント・メイン,LT,2016.11.02,72,4889,63.7,114
295,10035,10035,愛野カントリー倶楽部,OUT,ベント・サブ,BT,2016.11.02,IN,ベント・サブ,BT,2016.11.02,72,7004,73.6,135
296,10036,10036,愛野カントリー倶楽部,OUT,ベント・サブ,RT,2016.11.02,IN,ベント・サブ,RT,2016.11.02,72,6585,71.6,130
297,10037,10037,愛野カントリー倶楽部,OUT,ベント・サブ,FT,2016.11.02,IN,ベント・サブ,FT,2016.11.02,72,6174,69.7,125
298,10038,10038,愛野カントリー倶楽部,OUT,ベント・サブ,ST,2016.11.02,IN,ベント・サブ,ST,2016.11.02,72,5733,67.6,120
299,10039,10039,愛野カントリー倶楽部,OUT,ベント・サブ,GT,2016.11.02,IN,ベント・サブ,GT,2016.11.02,72,5368,65.8,117
300,10040,10040,愛野カントリー倶楽部,OUT,ベント・サブ,LT,2016.11.02,IN,ベント・サブ,LT,2016.11.02,72,4720,63.0,109
301,3597,3597,相武カントリー倶楽部,OUT,ベント,バック,2006.08.24,IN,ベント,バック,2006.08.24,72,6046,69.2,123
302,3598,3598,相武カントリー倶楽部,OUT,ベント,レギュラー,2006.08.24,IN,ベント,レギュラー,2006.08.24,72,5670,67.8,118
303,3599,3599,相武カントリー倶楽部,OUT,ベント,フロント1,2006.08.24,IN,ベント,フロント1,2006.08.24,72,5373,66.7,115
304,3600,3600,相武カントリー倶楽部,OUT,コーライ,バック,2006.08.24,IN,コーライ,バック,2006.08.24,72,6309,70.2,125
305,3601,3601,相武カントリー倶楽部,OUT,コーライ,レギュラー,2006.08.24,IN,コーライ,レギュラー,2006.08.24,72,5933,68.8,121
306,3602,3602,相武カントリー倶楽部,OUT,コーライ,フロント1,2006.08.24,IN,コーライ,フロント1,2006.08.24,72,5636,67.7,118
307,8727,8727,広島西カントリー倶楽部,OUT,ベント,フルバック,2018.05.18,IN,ベント,フルバック,2018.05.18,72,6599,72.7,137
308,8728,8728,広島西カントリー倶楽部,OUT,ベント,バック,2018.05.18,IN,ベント,バック,2018.05.18,72,6519,72.3,135
309,8729,8729,広島西カントリー倶楽部,OUT,ベント,レギュラー,2018.05.18,IN,ベント,レギュラー,2018.05.18,72,6186,70.8,133
310,8730,8730,広島西カントリー倶楽部,OUT,ベント,フロント,2018.05.18,IN,ベント,フロント,2018.05.18,72,5923,69.6,132
311,8731,8731,広島西カントリー倶楽部,OUT,ベント,レディース,2018.05.18,IN,ベント,レディース,2018.05.18,72,5386,67.3,127
312,2862,2862,高根カントリー倶楽部,西,Aグリーン,BT1,2017.04.04,南,Aグリーン,BT1,2017.04.04,72,6818,72.5,128
313,2863,2863,高根カントリー倶楽部,西,Aグリーン,BT2,2017.04.04,南,Aグリーン,BT2,2017.04.04,72,6516,71.2,125
314,2864,2864,高根カントリー倶楽部,西,Aグリーン,RT,2017.04.04,南,Aグリーン,RT,2017.04.04,72,6163,69.6,123
315,2865,2865,高根カントリー倶楽部,西,Aグリーン,FT1,2017.04.04,南,Aグリーン,FT1,2017.04.04,72,5753,67.8,118
316,2866,2866,高根カントリー倶楽部,西,Aグリーン,FT2,2017.04.04,南,Aグリーン,FT2,2017.04.04,72,5399,66.3,115
317,2867,2867,高根カントリー倶楽部,西,Aグリーン,FT3,2017.04.04,南,Aグリーン,FT3,2017.04.04,72,5142,65.1,113
318,2868,2868,高根カントリー倶楽部,西,Bグリーン,BT1,2017.04.04,南,Bグリーン,BT1,2017.04.04,72,6674,71.8,128
319,2869,2869,高根カントリー倶楽部,西,Bグリーン,BT2,2017.04.04,南,Bグリーン,BT2,2017.04.04,72,6372,70.5,125
320,2870,2870,高根カントリー倶楽部,西,Bグリーン,RT,2017.04.04,南,Bグリーン,RT,2017.04.04,72,6008,68.8,123
321,2871,2871,高根カントリー倶楽部,西,Bグリーン,FT1,2017.04.04,南,Bグリーン,FT1,2017.04.04,72,5600,67.0,118
322,2872,2872,高根カントリー倶楽部,西,Bグリーン,FT2,2017.04.04,南,Bグリーン,FT2,2017.04.04,72,5240,65.4,115
323,2873,2873,高根カントリー倶楽部,西,Bグリーン,FT3,2017.04.04,南,Bグリーン,FT3,2017.04.04,72,4998,64.3,113
324,2874,2874,高根カントリー倶楽部,南,Aグリーン,BT1,2017.04.04,東,Aグリーン,BT1,2017.04.04,72,6684,72.2,132
325,2875,2875,高根カントリー倶楽部,南,Aグリーン,BT2,2017.04.04,東,Aグリーン,BT2,2017.04.04,72,6455,71.1,130
326,2876,2876,高根カントリー倶楽部,南,Aグリーン,RT,2017.04.04,東,Aグリーン,RT,2017.04.04,72,6139,69.8,127
327,2877,2877,高根カントリー倶楽部,南,Aグリーン,FT1,2017.04.04,東,Aグリーン,FT1,2017.04.04,72,5778,68.2,123
328,2878,2878,高根カントリー倶楽部,南,Aグリーン,FT2,2017.04.04,東,Aグリーン,FT2,2017.04.04,72,5413,66.6,120
329,2879,2879,高根カントリー倶楽部,南,Aグリーン,FT3,2017.04.04,東,Aグリーン,FT3,2017.04.04,72,5155,65.4,118
330,2880,2880,高根カントリー倶楽部,南,Bグリーン,BT1,2017.04.04,東,Bグリーン,BT1,2017.04.04,72,6514,71.3,132
331,2881,2881,高根カントリー倶楽部,南,Bグリーン,BT2,2017.04.04,東,Bグリーン,BT2,2017.04.04,72,6251,70.2,130
332,2882,2882,高根カントリー倶楽部,南,Bグリーン,RT,2017.04.04,東,Bグリーン,RT,2017.04.04,72,5957,68.8,127
333,2883,2883,高根カントリー倶楽部,南,Bグリーン,FT1,2017.04.04,東,Bグリーン,FT1,2017.04.04,72,5656,67.5,124
334,2884,2884,高根カントリー倶楽部,南,Bグリーン,FT2,2017.04.04,東,Bグリーン,FT2,2017.04.04,72,5313,65.9,121
335,2885,2885,高根カントリー倶楽部,南,Bグリーン,FT3,2017.04.04,東,Bグリーン,FT3,2017.04.04,72,5055,64.8,119
336,2886,2886,高根カントリー倶楽部,東,Aグリーン,BT1,2017.04.04,西,Aグリーン,BT1,2017.04.04,72,6700,72.1,132
337,2887,2887,高根カントリー倶楽部,東,Aグリーン,BT2,2017.04.04,西,Aグリーン,BT2,2017.04.04,72,6467,71.1,129
338,2888,2888,高根カントリー倶楽部,東,Aグリーン,RT,2017.04.04,西,Aグリーン,RT,2017.04.04,72,6136,69.6,126
339,2889,2889,高根カントリー倶楽部,東,Aグリーン,FT1,2017.04.04,西,Aグリーン,FT1,2017.04.04,72,5713,67.8,122
340,2890,2890,高根カントリー倶楽部,東,Aグリーン,FT2,2017.04.04,西,Aグリーン,FT2,2017.04.04,72,5454,66.7,119
341,2891,2891,高根カントリー倶楽部,東,Aグリーン,FT3,2017.04.04,西,Aグリーン,FT3,2017.04.04,72,5235,65.7,118
342,2892,2892,高根カントリー倶楽部,東,Bグリーン,BT1,2017.04.04,西,Bグリーン,BT1,2017.04.04,72,6508,71.3,133
343,2893,2893,高根カントリー倶楽部,東,Bグリーン,BT2,2017.04.04,西,Bグリーン,BT2,2017.04.04,72,6241,70.1,131
344,2894,2894,高根カントリー倶楽部,東,Bグリーン,RT,2017.04.04,西,Bグリーン,RT,2017.04.04,72,5921,68.6,128
345,2895,2895,高根カントリー倶楽部,東,Bグリーン,FT1,2017.04.04,西,Bグリーン,FT1,2017.04.04,72,5560,67.1,124
346,2896,2896,高根カントリー倶楽部,東,Bグリーン,FT2,2017.04.04,西,Bグリーン,FT2,2017.04.04,72,5317,65.9,122
347,2897,2897,高根カントリー倶楽部,東,Bグリーン,FT3,2017.04.04,西,Bグリーン,FT3,2017.04.04,72,5113,65.1,120
348,6897,6897,朝日野カントリー倶楽部,OUT,ベント,バック,2014.03.04,IN,ベント,バック,2014.03.04,72,6980,73.5,132
349,6898,6898,朝日野カントリー倶楽部,OUT,ベント,レギュラー,2014.03.04,IN,ベント,レギュラー,2014.03.04,72,6460,71.1,128
350,6899,6899,朝日野カントリー倶楽部,OUT,ベント,フロント,2014.03.04,IN,ベント,フロント,2014.03.04,72,6000,69.0,124
351,6900,6900,朝日野カントリー倶楽部,OUT,ベント,ゴールド,2014.03.04,IN,ベント,ゴールド,2014.03.04,72,5700,67.6,121
352,9557,9557,小郡カンツリー倶楽部,西,コーライ,バック,2012.12.18,東,コーライ,バック,2012.12.18,72,6775,71.5,128
353,9558,9558,小郡カンツリー倶楽部,西,コーライ,レギュラー,2012.12.18,東,コーライ,レギュラー,2012.12.18,72,6410,69.8,124
354,9559,9559,小郡カンツリー倶楽部,西,コーライ,フロント,2012.12.18,東,コーライ,フロント,2012.12.18,72,5880,67.4,118
355,9560,9560,小郡カンツリー倶楽部,西,コーライ,ゴールド,2012.12.18,東,コーライ,ゴールド,2012.12.18,72,4685,62.0,105
356,9561,9561,小郡カンツリー倶楽部,西,コーライ,バック,2012.12.18,南,コーライ,バック,2012.12.18,72,6745,71.6,125
357,9562,9562,小郡カンツリー倶楽部,西,コーライ,レギュラー,2012.12.18,南,コーライ,レギュラー,2012.12.18,72,6465,70.3,122
358,9563,9563,小郡カンツリー倶楽部,西,コーライ,フロント,2012.12.18,南,コーライ,フロント,2012.12.18,72,5965,68.0,117
359,9564,9564,小郡カンツリー倶楽部,西,コーライ,ゴールド,2012.12.18,南,コーライ,ゴールド,2012.12.18,72,4740,62.5,103
360,9565,9565,小郡カンツリー倶楽部,東,コーライ,バック,2012.12.18,南,コーライ,バック,2012.12.18,72,6770,71.5,124
361,9566,9566,小郡カンツリー倶楽部,東,コーライ,レギュラー,2012.12.18,南,コーライ,レギュラー,2012.12.18,72,6455,70.1,121
362,9567,9567,小郡カンツリー倶楽部,東,コーライ,フロント,2012.12.18,南,コーライ,フロント,2012.12.18,72,6005,68.0,116
363,9568,9568,小郡カンツリー倶楽部,東,コーライ,ゴールド,2012.12.18,南,コーライ,ゴールド,2012.12.18,72,4695,62.1,101
364,8090,8090,よしのカントリー倶楽部,OUT,ベント,バック,2009.12.03,IN,ベント,バック,2009.12.03,72,6522,71.0,128
365,8091,8091,よしのカントリー倶楽部,OUT,ベント,レギュラー,2009.12.03,IN,ベント,レギュラー,2009.12.03,72,6209,69.6,124
366,8092,8092,よしのカントリー倶楽部,OUT,ベント,フロント,2009.12.03,IN,ベント,フロント,2009.12.03,72,6039,69.0,122
367,4289,4289,フォレストカントリー倶楽部,東OUT,メイン,バック,2019.04.18,東IN,メイン,バック,2019.04.18,72,7050,72.9,130
368,4290,4290,フォレストカントリー倶楽部,東OUT,メイン,レギュラー,2019.04.18,東IN,メイン,レギュラー,2019.04.18,72,6540,70.5,127
369,4291,4291,フォレストカントリー倶楽部,東OUT,メイン,フロント1,2019.04.18,東IN,メイン,フロント1,2019.04.18,72,5982,67.8,122
370,4292,4292,フォレストカントリー倶楽部,東OUT,メイン,フロント2,2019.04.18,東IN,メイン,フロント2,2019.04.18,72,5403,65.1,116
371,4293,4293,フォレストカントリー倶楽部,東OUT,メイン,フロント3,2019.04.18,東IN,メイン,フロント3,2019.04.18,72,5337,64.7,115
372,4294,4294,フォレストカントリー倶楽部,東OUT,サブ,バック,2019.04.18,東IN,サブ,バック,2019.04.18,72,6819,71.6,133
373,4295,4295,フォレストカントリー倶楽部,東OUT,サブ,レギュラー,2019.04.18,東IN,サブ,レギュラー,2019.04.18,72,6309,69.2,130
374,4296,4296,フォレストカントリー倶楽部,東OUT,サブ,フロント1,2019.04.18,東IN,サブ,フロント1,2019.04.18,72,5751,66.6,124
375,4297,4297,フォレストカントリー倶楽部,東OUT,サブ,フロント2,2019.04.18,東IN,サブ,フロント2,2019.04.18,72,5174,64.0,118
376,4298,4298,フォレストカントリー倶楽部,東OUT,サブ,フロント3,2019.04.18,東IN,サブ,フロント3,2019.04.18,72,5108,63.6,117
377,4299,4299,フォレストカントリー倶楽部,西OUT,メイン,フルバック,2015.04.28,西IN,メイン,フルバック,2015.04.28,72,6754,71.7,128
378,4300,4300,フォレストカントリー倶楽部,西OUT,メイン,バック,2015.04.28,西IN,メイン,バック,2015.04.28,72,6679,71.3,127
379,4301,4301,フォレストカントリー倶楽部,西OUT,メイン,レギュラー,2015.04.28,西IN,メイン,レギュラー,2015.04.28,72,6273,69.4,124
380,4302,4302,フォレストカントリー倶楽部,西OUT,メイン,フロント1,2015.04.28,西IN,メイン,フロント1,2015.04.28,72,5818,67.4,118
381,4303,4303,フォレストカントリー倶楽部,西OUT,メイン,フロント2,2015.04.28,西IN,メイン,フロント2,2015.04.28,72,5660,66.7,116
382,4304,4304,フォレストカントリー倶楽部,西OUT,メイン,レディース,2015.04.28,西IN,メイン,レディース,2015.04.28,72,5660,66.6,115
383,4305,4305,フォレストカントリー倶楽部,西OUT,サブ,フルバック,2015.04.28,西IN,サブ,フルバック,2015.04.28,72,6573,70.9,127
384,4306,4306,フォレストカントリー倶楽部,西OUT,サブ,バック,2015.04.28,西IN,サブ,バック,2015.04.28,72,6499,70.4,126
385,4307,4307,フォレストカントリー倶楽部,西OUT,サブ,レギュラー,2015.04.28,西IN,サブ,レギュラー,2015.04.28,72,6095,68.6,123
386,4308,4308,フォレストカントリー倶楽部,西OUT,サブ,フロント1,2015.04.28,西IN,サブ,フロント1,2015.04.28,72,5627,66.5,117
387,4309,4309,フォレストカントリー倶楽部,西OUT,サブ,フロント2,2015.04.28,西IN,サブ,フロント2,2015.04.28,72,5469,65.7,116
388,4310,4310,フォレストカントリー倶楽部,西OUT,サブ,レディース,2015.04.28,西IN,サブ,レディース,2015.04.28,72,5469,65.5,115
389,677,677,仙台カントリー倶楽部,OUT,ベント,レギュラー,2009.06.22,IN,ベント,レギュラー,2009.06.22,72,5816,68.3,120
390,678,678,仙台カントリー倶楽部,OUT,ベント,バック,2009.06.22,IN,ベント,バック,2009.06.22,72,6557,71.4,129
391,679,679,仙台カントリー倶楽部,OUT,ベント,フロント,2009.06.22,IN,ベント,フロント,2009.06.22,72,5057,65.4,111
392,680,680,仙台カントリー倶楽部,OUT,ベント,レディース,2009.06.22,IN,ベント,レディース,2009.06.22,72,5026,65.3,111
393,6114,6114,岡崎カントリー倶楽部,OUT,Aグリーン,ブラック,2021.09.14,IN,Aグリーン,ブラック,2021.09.14,72,6114,70.1,128
394,6115,6115,岡崎カントリー倶楽部,OUT,Aグリーン,ブルー,2021.09.14,IN,Aグリーン,ブルー,2021.09.14,72,6020,69.6,128
395,6116,6116,岡崎カントリー倶楽部,OUT,Aグリーン,ホワイト,2021.09.14,IN,Aグリーン,ホワイト,2021.09.14,72,5618,68.0,123
396,6117,6117,岡崎カントリー倶楽部,OUT,Aグリーン,グリーン,2021.09.14,IN,Aグリーン,グリーン,2021.09.14,72,5225,65.9,117
397,6118,6118,岡崎カントリー倶楽部,OUT,Aグリーン,レッド,2021.09.14,IN,Aグリーン,レッド,2021.09.14,72,4480,62.9,108
398,6119,6119,岡崎カントリー倶楽部,OUT,Bグリーン,ブラック,2021.09.14,IN,Bグリーン,ブラック,2021.09.14,72,6459,71.6,135
399,6120,6120,岡崎カントリー倶楽部,OUT,Bグリーン,ブルー,2021.09.14,IN,Bグリーン,ブルー,2021.09.14,72,6365,71.3,134
400,6121,6121,岡崎カントリー倶楽部,OUT,Bグリーン,ホワイト,2021.09.14,IN,Bグリーン,ホワイト,2021.09.14,72,5963,69.5,128
401,6122,6122,岡崎カントリー倶楽部,OUT,Bグリーン,グリーン,2021.09.14,IN,Bグリーン,グリーン,2021.09.14,72,5570,67.5,123
402,6123,6123,岡崎カントリー倶楽部,OUT,Bグリーン,レッド,2021.09.14,IN,Bグリーン,レッド,2021.09.14,72,4825,63.8,114
403,10442,10442,大分富士見カントリー倶楽部,OUT,ベント,バック,2017.03.23,IN,ベント,バック,2017.03.23,72,6780,72.5,137
404,10443,10443,大分富士見カントリー倶楽部,OUT,ベント,レギュラー,2017.03.23,IN,ベント,レギュラー,2017.03.23,72,6420,70.6,134
405,10444,10444,大分富士見カントリー倶楽部,OUT,ベント,フロント1,2017.03.23,IN,ベント,フロント1,2017.03.23,72,5826,68.0,127
406,10445,10445,大分富士見カントリー倶楽部,OUT,ベント,レディース1,2017.03.23,IN,ベント,レディース1,2017.03.23,72,5431,66.0,122
407,6080,6080,犬山カンツリー倶楽部,OUT,KG,バック,2017.09.14,IN,KG,バック,2017.09.14,72,6779,72.7,128
408,6081,6081,犬山カンツリー倶楽部,OUT,KG,レギュラー,2017.09.14,IN,KG,レギュラー,2017.09.14,72,6422,71.0,124
409,6082,6082,犬山カンツリー倶楽部,OUT,KG,フロント,2017.09.14,IN,KG,フロント,2017.09.14,72,6272,70.3,122
410,6083,6083,犬山カンツリー倶楽部,OUT,KG,シニア,2017.09.14,IN,KG,シニア,2017.09.14,72,5729,67.6,119
411,6084,6084,犬山カンツリー倶楽部,OUT,KG,レディース,2017.09.14,IN,KG,レディース,2017.09.14,72,5132,64.6,111
412,6085,6085,犬山カンツリー倶楽部,OUT,BG,バック,2017.09.14,IN,BG,バック,2017.09.14,72,6765,73.0,132
413,6086,6086,犬山カンツリー倶楽部,OUT,BG,レギュラー,2017.09.14,IN,BG,レギュラー,2017.09.14,72,6409,70.8,128
414,6087,6087,犬山カンツリー倶楽部,OUT,BG,フロント,2017.09.14,IN,BG,フロント,2017.09.14,72,6247,70.1,125
415,6088,6088,犬山カンツリー倶楽部,OUT,BG,シニア,2017.09.14,IN,BG,シニア,2017.09.14,72,5716,67.2,122
416,6089,6089,犬山カンツリー倶楽部,OUT,BG,レディース,2017.09.14,IN,BG,レディース,2017.09.14,72,5121,64.5,113
417,2089,2089,赤城カントリー倶楽部,OUT,メイン,フルバック,2014.09.05,IN,メイン,フルバック,2014.09.05,72,6779,72.3,128
418,2090,2090,赤城カントリー倶楽部,OUT,メイン,バック,2014.09.05,IN,メイン,バック,2014.09.05,72,6735,72.1,127
419,2091,2091,赤城カントリー倶楽部,OUT,メイン,レギュラー,2014.09.05,IN,メイン,レギュラー,2014.09.05,72,6346,70.1,125
420,2092,2092,赤城カントリー倶楽部,OUT,メイン,フロント1,2014.09.05,IN,メイン,フロント1,2014.09.05,72,5944,68.3,118
421,2093,2093,赤城カントリー倶楽部,OUT,メイン,フロント2,2014.09.05,IN,メイン,フロント2,2014.09.05,72,5759,67.4,115
422,2094,2094,赤城カントリー倶楽部,OUT,メイン,レディース,2014.09.05,IN,メイン,レディース,2014.09.05,72,5445,65.7,112
423,2095,2095,赤城カントリー倶楽部,OUT,サブ,フルバック,2014.09.05,IN,サブ,フルバック,2014.09.05,72,6484,70.9,123
424,2096,2096,赤城カントリー倶楽部,OUT,サブ,バック,2014.09.05,IN,サブ,バック,2014.09.05,72,6440,70.7,122
425,2097,2097,赤城カントリー倶楽部,OUT,サブ,レギュラー,2014.09.05,IN,サブ,レギュラー,2014.09.05,72,6051,68.8,118
426,2098,2098,赤城カントリー倶楽部,OUT,サブ,フロント1,2014.09.05,IN,サブ,フロント1,2014.09.05,72,5649,66.8,115
427,2099,2099,赤城カントリー倶楽部,OUT,サブ,フロント2,2014.09.05,IN,サブ,フロント2,2014.09.05,72,5464,66.0,112
428,2100,2100,赤城カントリー倶楽部,OUT,サブ,レディース,2014.09.05,IN,サブ,レディース,2014.09.05,72,5144,64.7,108
429,9085,9085,徳島カントリー倶楽部,OUT,ベント,フルバック,2019.12.05,IN,ベント,フルバック,2019.12.05,72,6849,72.6,131
430,9086,9086,徳島カントリー倶楽部,OUT,ベント,バック,2019.12.05,IN,ベント,バック,2019.12.05,72,6780,72.4,130
431,9087,9087,徳島カントリー倶楽部,OUT,ベント,レギュラー,2019.12.05,IN,ベント,レギュラー,2019.12.05,72,6508,71.1,128
432,9088,9088,徳島カントリー倶楽部,OUT,ベント,フロント,2019.12.05,IN,ベント,フロント,2019.12.05,72,6177,69.8,124
433,9089,9089,徳島カントリー倶楽部,OUT,ベント,ゴールド,2019.12.05,IN,ベント,ゴールド,2019.12.05,72,5627,66.7,118
434,9090,9090,徳島カントリー倶楽部,OUT,ベント,レディース,2019.12.05,IN,ベント,レディース,2019.12.05,72,5581,66.5,117
435,9091,9091,徳島カントリー倶楽部,OUT,ベント,ピンク,2019.12.05,IN,ベント,ピンク,2019.12.05,72,5173,64.8,111
445,8232,8232,出雲空港カントリー倶楽部,OUT,ベント,バック,2014.04.01,IN,ベント,バック,2014.04.01,72,6747,73.1,135
446,8233,8233,出雲空港カントリー倶楽部,OUT,ベント,レギュラー,2014.04.01,IN,ベント,レギュラー,2014.04.01,72,6277,70.6,131
447,8234,8234,出雲空港カントリー倶楽部,OUT,ベント,フロント1,2014.04.01,IN,ベント,フロント1,2014.04.01,72,5913,69.0,127
448,8235,8235,出雲空港カントリー倶楽部,OUT,ベント,レディース,2014.04.01,IN,ベント,レディース,2014.04.01,72,5139,65.5,119
449,3114,3114,一の宮カントリー倶楽部,東OUT,ベント,バック,2015.07.17,東IN,ベント,バック,2015.07.17,72,6586,72.0,131
450,3115,3115,一の宮カントリー倶楽部,東OUT,ベント,レギュラー,2015.07.17,東IN,ベント,レギュラー,2015.07.17,72,6331,70.8,129
451,3116,3116,一の宮カントリー倶楽部,東OUT,ベント,フロント,2015.07.17,東IN,ベント,フロント,2015.07.17,72,6046,69.2,126
452,3117,3117,一の宮カントリー倶楽部,東OUT,ベント,レディース,2015.07.17,東IN,ベント,レディース,2015.07.17,72,5409,66.3,117
453,3118,3118,一の宮カントリー倶楽部,東OUT,コーライ,バック,2015.07.17,東IN,コーライ,バック,2015.07.17,72,6716,72.4,132
454,3119,3119,一の宮カントリー倶楽部,東OUT,コーライ,レギュラー,2015.07.17,東IN,コーライ,レギュラー,2015.07.17,72,6447,71.2,130
455,3120,3120,一の宮カントリー倶楽部,東OUT,コーライ,フロント,2015.07.17,東IN,コーライ,フロント,2015.07.17,72,6174,69.7,128
456,3121,3121,一の宮カントリー倶楽部,東OUT,コーライ,レディース,2015.07.17,東IN,コーライ,レディース,2015.07.17,72,5532,66.8,119
457,3122,3122,一の宮カントリー倶楽部,西OUT,ベント,バック,2015.07.17,西IN,ベント,バック,2015.07.17,72,6717,72.1,129
458,3123,3123,一の宮カントリー倶楽部,西OUT,ベント,レギュラー,2015.07.17,西IN,ベント,レギュラー,2015.07.17,72,6341,70.4,125
459,3124,3124,一の宮カントリー倶楽部,西OUT,ベント,フロント,2015.07.17,西IN,ベント,フロント,2015.07.17,72,6021,68.8,123
460,3125,3125,一の宮カントリー倶楽部,西OUT,ベント,レディース,2015.07.17,西IN,ベント,レディース,2015.07.17,72,5255,65.0,114
461,3126,3126,一の宮カントリー倶楽部,西OUT,コーライ,バック,2015.07.17,西IN,コーライ,バック,2015.07.17,72,6750,72.5,127
462,3127,3127,一の宮カントリー倶楽部,西OUT,コーライ,レギュラー,2015.07.17,西IN,コーライ,レギュラー,2015.07.17,72,6377,70.6,124
463,3128,3128,一の宮カントリー倶楽部,西OUT,コーライ,フロント,2015.07.17,西IN,コーライ,フロント,2015.07.17,72,6057,69.0,122
464,3129,3129,一の宮カントリー倶楽部,西OUT,コーライ,レディース,2015.07.17,西IN,コーライ,レディース,2015.07.17,72,5286,65.3,113
465,10220,10220,球磨カントリー倶楽部,薩摩,ベント,トーナメント,2022.01.13,日向,ベント,トーナメント,2022.01.13,72,7033,74.8,140
466,10221,10221,球磨カントリー倶楽部,薩摩,ベント,バック,2022.01.13,日向,ベント,バック,2022.01.13,72,6723,73.5,137
467,10222,10222,球磨カントリー倶楽部,薩摩,ベント,レギュラー,2022.01.13,日向,ベント,レギュラー,2022.01.13,72,6231,70.8,130
468,10223,10223,球磨カントリー倶楽部,薩摩,ベント,フロント1,2022.01.13,日向,ベント,フロント1,2022.01.13,72,6017,69.5,130
469,10224,10224,球磨カントリー倶楽部,薩摩,ベント,ゴールド,2022.01.13,日向,ベント,ゴールド,2022.01.13,72,5645,67.5,126
470,10225,10225,球磨カントリー倶楽部,日向,ベント,トーナメント,2022.01.13,肥後,ベント,トーナメント,2022.01.13,72,6863,73.6,140
471,10226,10226,球磨カントリー倶楽部,日向,ベント,バック,2022.01.13,肥後,ベント,バック,2022.01.13,72,6565,72.3,135
472,10227,10227,球磨カントリー倶楽部,日向,ベント,レギュラー,2022.01.13,肥後,ベント,レギュラー,2022.01.13,72,6129,70.3,126
473,10228,10228,球磨カントリー倶楽部,日向,ベント,フロント1,2022.01.13,肥後,ベント,フロント1,2022.01.13,72,5970,69.5,124
474,10229,10229,球磨カントリー倶楽部,日向,ベント,ゴールド,2022.01.13,肥後,ベント,ゴールド,2022.01.13,72,5478,66.9,120
475,10230,10230,球磨カントリー倶楽部,肥後,ベント,トーナメント,2022.01.13,薩摩,ベント,トーナメント,2022.01.13,72,6846,73.6,140
476,10231,10231,球磨カントリー倶楽部,肥後,ベント,バック,2022.01.13,薩摩,ベント,バック,2022.01.13,72,6594,72.2,135
477,10232,10232,球磨カントリー倶楽部,肥後,ベント,レギュラー,2022.01.13,薩摩,ベント,レギュラー,2022.01.13,72,6164,70.1,133
478,10233,10233,球磨カントリー倶楽部,肥後,ベント,フロント1,2022.01.13,薩摩,ベント,フロント1,2022.01.13,72,5945,69.0,129
479,10234,10234,球磨カントリー倶楽部,肥後,ベント,ゴールド,2022.01.13,薩摩,ベント,ゴールド,2022.01.13,72,5515,66.6,123
480,1033,1033,小名浜カントリー倶楽部,東,ベント,バック,2018.07.03,南,ベント,バック,2018.07.03,72,6664,71.6,128
