,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,コース１,コース１.1,コース１.2,コース１.3,コース2,コース2.1,コース2.2,コース2.3,Par,Yards,CourseRating,SlopeRating
271,6414,6414,新城カントリー倶楽部,東,ベント(右),バック,2010.04.21,北,ベント(右),バック,2010.04.21,72,6597,76.3,137
272,6415,6415,新城カントリー倶楽部,東,ベント(右),レギュラー,2010.04.21,北,ベント(右),レギュラー_,2010.04.21,72,6234,74.5,132
273,6416,6416,新城カントリー倶楽部,東,ベント(右),フロント,2010.04.21,北,ベント(右),フロント_,2010.04.21,72,5775,72.2,126
274,6417,6417,新城カントリー倶楽部,東,ベント(右),レディス,2010.04.21,北,ベント(右),レディス,2010.04.21,72,4959,68.6,117
275,6418,6418,新城カントリー倶楽部,東,ベント(左),バック_,2010.04.21,北,ベント(左),バック,2010.04.21,72,6321,74.7,133
276,6419,6419,新城カントリー倶楽部,東,ベント(左),レギュラー_,2010.04.21,北,ベント(左),レギュラー,2010.04.21,72,5961,72.7,128
277,6420,6420,新城カントリー倶楽部,東,ベント(左),フロント,2010.04.21,北,ベント(左),フロント,2010.04.21,72,5520,70.7,122
278,6421,6421,新城カントリー倶楽部,東,ベント(左),レディス,2010.04.21,北,ベント(左),レディス,2010.04.21,72,4570,67.5,114
279,6422,6422,新城カントリー倶楽部,北,ベント(右),バック,2010.04.21,南,ベント(右),バック,2010.04.21,72,6747,76.6,138
280,6423,6423,新城カントリー倶楽部,北,ベント(右),レギュラー,2010.04.21,南,ベント(右),レギュラー,2010.04.21,72,6361,74.7,133
281,6424,6424,新城カントリー倶楽部,北,ベント(右),フロント,2010.04.21,南,ベント(右),フロント,2010.04.21,72,5912,72.7,128
289,10284,10284,球磨カントリー倶楽部,薩摩,ベント,ゴールド,2022.01.13,日向,ベント,ゴールド,2022.01.13,72,5645,73.4,133
290,10285,10285,球磨カントリー倶楽部,薩摩,ベント,レディース1,2022.01.13,日向,ベント,レディース1,2022.01.13,72,4878,68.8,125
291,10286,10286,球磨カントリー倶楽部,日向,ベント,レギュラー,2022.01.13,肥後,ベント,レギュラー,2022.01.13,72,6129,76.3,140
292,10287,10287,球磨カントリー倶楽部,日向,ベント,フロント1,2022.01.13,肥後,ベント,フロント1,2022.01.13,72,5970,75.4,136
293,10288,10288,球磨カントリー倶楽部,日向,ベント,ゴールド,2022.01.13,肥後,ベント,ゴールド,2022.01.13,72,5478,72.2,130
294,10289,10289,球磨カントリー倶楽部,日向,ベント,レディース1,2022.01.13,肥後,ベント,レディース1,2022.01.13,72,4865,68.5,123
295,10290,10290,球磨カントリー倶楽部,肥後,ベント,レギュラー,2022.01.13,薩摩,ベント,レギュラー,2022.01.13,72,6164,76.3,142
296,10291,10291,球磨カントリー倶楽部,肥後,ベント,フロント1,2022.01.13,薩摩,ベント,フロント1,2022.01.13,72,5945,74.8,140
297,10292,10292,球磨カントリー倶楽部,肥後,ベント,ゴールド,2022.01.13,薩摩,ベント,ゴールド,2022.01.13,72,5515,72.2,130
298,10293,10293,球磨カントリー倶楽部,肥後,ベント,レディース1,2022.01.13,薩摩,ベント,レディース1,2022.01.13,72,4839,68.5,122
299,9760,9760,小倉カンツリー倶楽部,M-OUT,ベント,フルバック,2020.11.30,M-イン,ベント,フルバック,2020.11.30,72,6622,78.0,143
300,9761,9761,小倉カンツリー倶楽部,M-OUT,ベント,バック,2020.11.30,M-イン,ベント,バック,2020.11.30,72,6326,76.4,139
301,9762,9762,小倉カンツリー倶楽部,M-OUT,ベント,レギュラー,2020.11.30,M-イン,ベント,レギュラー,2020.11.30,72,5969,74.6,135
302,9763,9763,小倉カンツリー倶楽部,M-OUT,ベント,フロント,2020.11.30,M-イン,ベント,フロント,2020.11.30,72,5640,72.6,132
303,9764,9764,小倉カンツリー倶楽部,M-OUT,ベント,レディース,2020.11.30,M-イン,ベント,レディース,2020.11.30,72,5345,70.8,127
304,9765,9765,小倉カンツリー倶楽部,本-OUT,ベント,フルバック,2020.11.30,本-イン,ベント,フルバック,2020.11.30,72,6622,78.0,143
305,9766,9766,小倉カンツリー倶楽部,本-OUT,ベント,バック,2020.11.30,本-イン,ベント,バック,2020.11.30,72,6326,76.4,139
306,9767,9767,小倉カンツリー倶楽部,本-OUT,ベント,レギュラー,2020.11.30,本-イン,ベント,レギュラー,2020.11.30,72,5969,74.5,135
307,9768,9768,小倉カンツリー倶楽部,本-OUT,ベント,フロント,2020.11.30,本-イン,ベント,フロント,2020.11.30,72,5640,72.6,132
308,9769,9769,小倉カンツリー倶楽部,本-OUT,ベント,レディース,2020.11.30,本-イン,ベント,レディース,2020.11.30,72,5345,70.8,129
309,4337,4337,フォレストカントリー倶楽部,東OUT,メイン,バック,2019.04.18,東IN,メイン,バック,2019.04.18,72,7050,79.7,142
310,4338,4338,フォレストカントリー倶楽部,東OUT,メイン,レギュラー,2019.04.18,東,メイン,レギュラー,2019.04.18,72,6540,76.9,137
311,4339,4339,フォレストカントリー倶楽部,東OUT,メイン,フロント1,2019.04.18,東IN,メイン,フロント1,2019.04.18,72,5982,73.6,131
312,4340,4340,フォレストカントリー倶楽部,東OUT,メイン,フロント2,2019.04.18,東IN,メイン,フロント2,2019.04.18,72,5403,70.3,124
313,4341,4341,フォレストカントリー倶楽部,東OUT,メイン,フロント3,2019.04.18,東IN,メイン,フロント3,2019.04.18,72,5337,69.9,123
314,4342,4342,フォレストカントリー倶楽部,東OUT,サブ,バック,2019.04.18,東IN,サブ,バック,2019.04.18,72,6819,78.5,139
315,4343,4343,フォレストカントリー倶楽部,東OUT,サブ,レギュラー,2019.04.18,東IN,サブ,レギュラー,2019.04.18,72,6309,75.6,133
316,4344,4344,フォレストカントリー倶楽部,東OUT,サブ,フロント1,2019.04.18,東IN,サブ,フロント1,2019.04.18,72,5751,72.4,128
317,4345,4345,フォレストカントリー倶楽部,東OUT,サブ,フロント2,2019.04.18,東IN,サブ,フロント2,2019.04.18,72,5174,69.3,121
318,4346,4346,フォレストカントリー倶楽部,東OUT,サブ,フロント3,2019.04.18,東IN,サブ,フロント3,2019.04.18,72,5108,68.6,121
319,4347,4347,フォレストカントリー倶楽部,西OUT,メイン,フルバック,2015.04.28,西IN,メイン,フルバック,2015.04.28,72,6754,78.7,136
320,4348,4348,フォレストカントリー倶楽部,西OUT,メイン,バック,2015.04.28,西IN,メイン,バック,2015.04.28,72,6679,78.3,135
321,4349,4349,フォレストカントリー倶楽部,西OUT,メイン,レギュラー,2015.04.28,西IN,メイン,レギュラー,2015.04.28,72,6273,75.9,131
322,4350,4350,フォレストカントリー倶楽部,西OUT,メイン,フロント1,2015.04.28,西IN,メイン,フロント1,2015.04.28,72,5818,73.2,127
323,4351,4351,フォレストカントリー倶楽部,西OUT,メイン,フロント2,2015.04.28,西IN,メイン,フロント2,2015.04.28,72,5660,72.2,125
324,4352,4352,フォレストカントリー倶楽部,西OUT,メイン,レディース,2015.04.28,西IN,メイン,レディース,2015.04.28,72,5660,72.0,124
325,4353,4353,フォレストカントリー倶楽部,西OUT,サブ,フルバック,2015.04.28,西IN,サブ,フルバック,2015.04.28,72,6573,77.8,134
326,4354,4354,フォレストカントリー倶楽部,西OUT,サブ,バック,2015.04.28,西IN,サブ,バック,2015.04.28,72,6499,77.4,133
327,4355,4355,フォレストカントリー倶楽部,西OUT,サブ,レギュラー,2015.04.28,西IN,サブ,レギュラー,2015.04.28,72,6095,74.9,129
328,4356,4356,フォレストカントリー倶楽部,西OUT,サブ,フロント1,2015.04.28,西IN,サブ,フロント1,2015.04.28,72,5627,72.3,124
329,4357,4357,フォレストカントリー倶楽部,西OUT,サブ,フロント2,2015.04.28,西IN,サブ,フロント2,2015.04.28,72,5469,71.2,122
330,4358,4358,フォレストカントリー倶楽部,西OUT,サブ,レディース,2015.04.28,西IN,サブ,レディース,2015.04.28,72,5469,71.0,122
331,8237,8237,紀の国カントリー倶楽部,OUT,コーライ,レギュラー,2016.02.16,IN,コーライ,レギュラー,2016.02.16,72,5984,74.8,133
332,8238,8238,紀の国カントリー倶楽部,OUT,コーライ,フロント,2016.02.16,IN,コーライ,フロント,2016.02.16,72,5571,72.5,128
333,8239,8239,紀の国カントリー倶楽部,OUT,コーライ,ゴールド,2016.02.16,IN,コーライ,ゴールド,2016.02.16,72,5376,71.4,126
334,8240,8240,紀の国カントリー倶楽部,OUT,コーライ,レディース,2016.02.16,IN,コーライ,レディース,2016.02.16,72,4703,67.5,117
335,4115,4115,湯河原カンツリー倶楽部,OUT,ベント,バック,2016.04.12,IN,ベント,バック,2016.04.12,72,5805,76.0,133
336,4116,4116,湯河原カンツリー倶楽部,OUT,ベント,レギュラー,2016.04.12,IN,ベント,レギュラー,2016.04.12,72,5565,74.7,130
337,4117,4117,湯河原カンツリー倶楽部,OUT,ベント,フロント1,2016.04.12,IN,ベント,フロント1,2016.04.12,72,5221,72.8,126
338,4118,4118,湯河原カンツリー倶楽部,OUT,コーライ,バック,2016.04.12,IN,コーライ,バック,2016.04.12,72,5508,74.1,127
339,4119,4119,湯河原カンツリー倶楽部,OUT,コーライ,レギュラー,2016.04.12,IN,コーライ,レギュラー,2016.04.12,72,5286,72.8,125
340,4120,4120,湯河原カンツリー倶楽部,OUT,コーライ,フロント1,2016.04.12,IN,コーライ,フロント1,2016.04.12,72,4965,71.1,121
341,8809,8809,広島佐伯カントリー倶楽部,権現(OUT),メインベント,バック,2004.12.07,権現(イン),メインベント,バック,2004.12.07,72,6633,76.2,137
342,8810,8810,広島佐伯カントリー倶楽部,権現(OUT),メインベント,レギュラー,2004.12.07,権現(イン),メインベント,レギュラー,2004.12.07,72,6238,74.1,131
343,8811,8811,広島佐伯カントリー倶楽部,権現(OUT),メインベント,フロント,2004.12.07,権現(イン),メインベント,フロント,2004.12.07,72,5910,72.4,127
344,8812,8812,広島佐伯カントリー倶楽部,権現(OUT),メインベント,レディース,2004.12.07,権現(イン),メインベント,レディース,2004.12.07,72,5302,69.6,119
345,8813,8813,広島佐伯カントリー倶楽部,権現(OUT),サブベント,バック,2004.12.07,権現(イン),サブベント,バック,2004.12.07,72,6568,75.9,136
346,8814,8814,広島佐伯カントリー倶楽部,権現(OUT),サブベント,レギュラー,2004.12.07,権現(イン),サブベント,レギュラー,2004.12.07,72,6174,73.8,131
347,8815,8815,広島佐伯カントリー倶楽部,権現(OUT),サブベント,フロント,2004.12.07,権現(イン),サブベント,フロント,2004.12.07,72,5852,72.1,126
348,8816,8816,広島佐伯カントリー倶楽部,権現(OUT),サブベント,レディース,2004.12.07,権現(イン),サブベント,レディース,2004.12.07,72,5243,69.3,118
349,8817,8817,広島佐伯カントリー倶楽部,勝成(OUT),ベント,バック,2004.11.19,勝成(イン),ベント,バック,2004.11.19,72,6107,73.9,131
350,8818,8818,広島佐伯カントリー倶楽部,勝成(OUT),ベント,レギュラー,2004.11.19,勝成(イン),ベント,レギュラー,2004.11.19,72,5838,72.8,128
351,8819,8819,広島佐伯カントリー倶楽部,勝成(OUT),ベント,フロント,2004.11.19,勝成(イン),ベント,フロント,2004.11.19,72,5510,71.1,123
352,8820,8820,広島佐伯カントリー倶楽部,勝成(OUT),ベント,レディース,2004.11.19,勝成(イン),ベント,レディース,2004.11.19,72,4721,67.4,113
353,8184,8184,花吉野カンツリー倶楽部,OUT,ベント,レギュラー,2014.03.17,IN,ベント,レギュラー,2014.03.17,72,6331,76.5,138
354,8185,8185,花吉野カンツリー倶楽部,OUT,ベント,フロント,2014.03.17,IN,ベント,フロント,2014.03.17,72,5622,72.6,129
355,8186,8186,花吉野カンツリー倶楽部,OUT,ベント,レディース,2014.03.17,IN,ベント,レディース,2014.03.17,72,5336,71.0,126
356,6968,6968,津カントリー倶楽部,OUT,ベント,Champ,2009.07.03,IN,ベント,Champ,2009.07.03,72,7023,79.3,145
357,6969,6969,津カントリー倶楽部,OUT,ベント,Back,2009.07.03,IN,ベント,Back,2009.07.03,72,6621,77.2,139
358,6970,6970,津カントリー倶楽部,OUT,ベント,Regular,2009.07.03,IN,ベント,Regular,2009.07.03,72,6178,75.0,134
359,6971,6971,津カントリー倶楽部,OUT,ベント,Front,2009.07.03,IN,ベント,Front,2009.07.03,72,5516,71.5,124
360,6972,6972,津カントリー倶楽部,OUT,ベント,Ladies,2009.07.03,IN,ベント,Ladies,2009.07.03,72,4489,67.4,113
361,10149,10149,佐世保カントリー倶楽部,OUT,ベント,バック,2017.03.10,IN,ベント,バック,2017.03.10,72,6783,78.9,144
362,10150,10150,佐世保カントリー倶楽部,OUT,ベント,レギュラー,2017.03.10,IN,ベント,レギュラー,2017.03.10,72,6466,77.1,140
363,10151,10151,佐世保カントリー倶楽部,OUT,ベント,フロント1,2017.03.10,IN,ベント,フロント1,2017.03.10,72,6120,76.0,138
364,10152,10152,佐世保カントリー倶楽部,OUT,ベント,フロント2,2017.03.10,IN,ベント,フロント2,2017.03.10,72,5738,73.6,133
365,10153,10153,佐世保カントリー倶楽部,OUT,ベント,レディース,2017.03.10,IN,ベント,レディース,2017.03.10,72,5006,69.0,124
366,1277,1277,鹿島の杜カントリー倶楽部,OUT,ベント,バック,2014.11.11,IN,ベント,バック,2014.11.11,72,7730,84.2,154
367,1278,1278,鹿島の杜カントリー倶楽部,OUT,ベント,レギュラー,2014.11.11,IN,ベント,レギュラー,2014.11.11,72,7033,80.4,146
368,1279,1279,鹿島の杜カントリー倶楽部,OUT,ベント,フロント1,2014.11.11,IN,ベント,フロント1,2014.11.11,72,6505,77.5,139
369,1280,1280,鹿島の杜カントリー倶楽部,OUT,ベント,フロント2,2014.11.11,IN,ベント,フロント2,2014.11.11,72,5769,73.3,131
370,1281,1281,鹿島の杜カントリー倶楽部,OUT,ベント,レディース,2014.11.11,IN,ベント,レディース,2014.11.11,72,5015,68.5,123
371,7186,7186,甲賀カントリー倶楽部,OUT,ベント,レギュラー,2015.08.04,IN,ベント,レギュラー,2015.08.04,72,6451,76.5,140
372,7187,7187,甲賀カントリー倶楽部,OUT,ベント,フロント,2015.08.04,IN,ベント,フロント,2015.08.04,72,6140,74.8,137
373,7188,7188,甲賀カントリー倶楽部,OUT,ベント,レディース,2015.08.04,IN,ベント,レディース,2015.08.04,72,5631,71.5,130
374,5291,5291,中央道晴ヶ峰カントリー倶楽部,OUT,ベント,Chanpion,2015.06.18,IN,ベント,Chanpion,2015.06.18,72,6875,78.9,143
375,5292,5292,中央道晴ヶ峰カントリー倶楽部,OUT,ベント,Back,2015.06.18,IN,ベント,Back,2015.06.18,72,6379,76.0,139
376,5293,5293,中央道晴ヶ峰カントリー倶楽部,OUT,ベント,Regular,2015.06.18,IN,ベント,Regular,2015.06.18,72,6053,74.1,136
377,5294,5294,中央道晴ヶ峰カントリー倶楽部,OUT,ベント,Front,2015.06.18,IN,ベント,Front,2015.06.18,72,5660,71.8,130
378,5295,5295,中央道晴ヶ峰カントリー倶楽部,OUT,ベント,Ladies,2015.06.18,IN,ベント,Ladies,2015.06.18,72,5228,69.5,125
387,2997,2997,飯能くすの樹カントリー倶楽部,OUT,ベント,バック,2021.03.31,IN,ベント,バック,2021.03.31,72,6721,77.7,142
388,2998,2998,飯能くすの樹カントリー倶楽部,OUT,ベント,レギュラー1,2021.03.31,IN,ベント,レギュラー1,2021.03.31,72,6262,75.2,137
389,2999,2999,飯能くすの樹カントリー倶楽部,OUT,ベント,レギュラー2,2021.03.31,IN,ベント,レギュラー2,2021.03.31,72,5699,72.2,131
390,3000,3000,飯能くすの樹カントリー倶楽部,OUT,ベント,レディース,2021.03.31,IN,ベント,レディース,2021.03.31,72,5351,70.3,126
391,8220,8220,小倉カントリー倶楽部,OUT,ベント,レギュラー,2014.12.17,IN,ベント,レギュラー,2014.12.17,72,5896,74.2,134
392,8221,8221,小倉カントリー倶楽部,OUT,ベント,フロント,2014.12.17,IN,ベント,フロント,2014.12.17,72,5533,72.1,129
393,8222,8222,小倉カントリー倶楽部,OUT,ベント,レディース,2014.12.17,IN,ベント,レディース,2014.12.17,72,5052,69.4,124
394,10154,10154,佐世保国際カントリー倶楽部,OUT,ベント,ブルー,2014.08.31,IN,ベント,ブルー,2014.08.31,72,6449,76.9,139
395,10155,10155,佐世保国際カントリー倶楽部,OUT,ベント,ブルー(2),2014.08.31,IN,ベント,ブルー(2),2014.08.31,72,6275,75.9,136
396,10156,10156,佐世保国際カントリー倶楽部,OUT,ベント,ホワイト,2014.08.31,IN,ベント,ホワイト,2014.08.31,72,5955,74.2,134
397,10157,10157,佐世保国際カントリー倶楽部,OUT,ベント,グリーン,2014.08.31,IN,ベント,グリーン,2014.08.31,72,5112,69.4,121
398,10158,10158,佐世保国際カントリー倶楽部,OUT,ベント,レッド,2014.08.31,IN,ベント,レッド,2014.08.31,72,4831,67.8,115
399,9996,9996,京都カントリー倶楽部,OUT,ベント(メイン),コンペティション,2015.11.18,IN,ベント(メイン),コンペティション,2015.11.18,72,6584,77.8,135
400,9997,9997,京都カントリー倶楽部,OUT,ベント(メイン),レギュラー,2015.11.18,IN,ベント(メイン),レギュラー,2015.11.18,72,6245,76.1,132
401,9998,9998,京都カントリー倶楽部,OUT,ベント(メイン),ゴールド,2015.11.18,IN,ベント(メイン),ゴールド,2015.11.18,72,5385,71.1,122
402,9999,9999,京都カントリー倶楽部,OUT,ベント(メイン),レディース,2015.11.18,IN,ベント(メイン),レディース,2015.11.18,72,5084,69.4,120
403,10000,10000,京都カントリー倶楽部,OUT,ベント(サブ),コンペティション,2015.11.18,IN,ベント(サブ),コンペティション,2015.11.18,72,6288,76.4,132
404,10001,10001,京都カントリー倶楽部,OUT,ベント(サブ),レギュラー,2015.11.18,IN,ベント(サブ),レギュラー,2015.11.18,72,5949,74.5,130
405,10002,10002,京都カントリー倶楽部,OUT,ベント(サブ),ゴールド,2015.11.18,IN,ベント(サブ),ゴールド,2015.11.18,72,5089,69.5,121
406,10003,10003,京都カントリー倶楽部,OUT,ベント(サブ),レディース,2015.11.18,IN,ベント(サブ),レディース,2015.11.18,72,4788,67.5,119
407,7606,7606,茨木カンツリー倶楽部,東OUT,ベント,レギュラー,2011.07.15,東・イン,ベント,レギュラー,2011.07.15,72,6403,77.4,144
408,7607,7607,茨木カンツリー倶楽部,東OUT,ベント,フロント,2011.07.15,東・イン,ベント,フロント,2011.07.15,72,6137,75.9,142
409,7608,7608,茨木カンツリー倶楽部,東OUT,ベント,レディース,2011.07.15,東・イン,ベント,レディース,2011.07.15,72,5813,74.1,137
410,7609,7609,茨木カンツリー倶楽部,西OUT,ベント,レギュラー,2013.04.01,西・イン,ベント,レギュラー,2013.04.01,72,6511,78.1,135
411,7610,7610,茨木カンツリー倶楽部,西OUT,ベント,フロント,2013.04.01,西・イン,ベント,フロント,2013.04.01,72,5919,74.6,128
412,7611,7611,茨木カンツリー倶楽部,西OUT,ベント,レディース,2013.04.01,西・イン,ベント,レディース,2013.04.01,72,5455,71.8,124
413,10044,10044,佐賀カントリー倶楽部,OUT,ベント,レギュラー,2008.02.28,IN,ベント,レギュラー,2008.02.28,72,6333,75.7,135
414,10045,10045,佐賀カントリー倶楽部,OUT,ベント,フロント1,2008.02.28,IN,ベント,フロント1,2008.02.28,72,6031,73.9,131
415,10046,10046,佐賀カントリー倶楽部,OUT,ベント,フロント2,2008.02.28,IN,ベント,フロント2,2008.02.28,72,5720,72.3,126
416,7729,7729,高槻カントリー倶楽部,OUT,ベント,バック,2021.03.18,IN,ベント,バック,2021.03.18,72,6305,76.5,136
417,7730,7730,高槻カントリー倶楽部,OUT,ベント,レギュラー,2021.03.18,IN,ベント,レギュラー,2021.03.18,72,6005,73.9,132
418,7731,7731,高槻カントリー倶楽部,OUT,ベント,レディース,2021.03.18,IN,ベント,レディース,2021.03.18,72,5164,70.0,123
419,7732,7732,高槻カントリー倶楽部,OUT,ベント,プラチナ,2021.03.18,IN,ベント,プラチナ,2021.03.18,72,4169,64.4,113
420,5708,5708,東濃カントリー倶楽部,OUT,ベント,バック,2013.12.05,IN,ベント,バック,2013.12.05,72,6230,77.5,141
421,5709,5709,東濃カントリー倶楽部,OUT,ベント,レギュラー,2013.12.05,IN,ベント,レギュラー,2013.12.05,72,5900,75.6,137
422,5710,5710,東濃カントリー倶楽部,OUT,ベント,フロント,2013.12.05,IN,ベント,フロント,2013.12.05,72,5630,73.8,137
423,5711,5711,東濃カントリー倶楽部,OUT,ベント,ゴールド,2013.12.05,IN,ベント,ゴールド,2013.12.05,72,5380,72.1,134
424,5712,5712,東濃カントリー倶楽部,OUT,ベント,レディース,2013.12.05,IN,ベント,レディース,2013.12.05,72,5050,70.3,130
425,7490,7490,福知山カントリー倶楽部,OUT,コーライ,フロント1,1980.08.01,IN,コーライ,フロント1,1980.08.01,72,5999,72.9,128
426,10726,10726,高千穂カントリー倶楽部,OUT,ベント(メイン),レギュラー,2012.11.29,IN,ベント(メイン),レギュラー,2012.11.29,72,6387,76.9,131
427,10727,10727,高千穂カントリー倶楽部,OUT,ベント(メイン),フロント,2012.11.29,IN,ベント(メイン),フロント,2012.11.29,72,5942,74.4,125
428,10728,10728,高千穂カントリー倶楽部,OUT,ベント(メイン),レディース,2012.11.29,IN,ベント(メイン),レディース,2012.11.29,72,5218,70.4,117
429,10729,10729,高千穂カントリー倶楽部,OUT,ベント(サブ),レギュラー,2012.11.29,IN,ベント(サブ),レギュラー,2012.11.29,72,6017,74.5,129
430,10730,10730,高千穂カントリー倶楽部,OUT,ベント(サブ),フロント,2012.11.29,IN,ベント(サブ),フロント,2012.11.29,72,5567,72.0,123
431,10731,10731,高千穂カントリー倶楽部,OUT,ベント(サブ),レディース,2012.11.29,IN,ベント(サブ),レディース,2012.11.29,72,4850,68.0,115
432,10137,10137,喜々津カントリー倶楽部,OUT,コーライ,バック,2015.10.16,IN,コーライ,バック,2015.10.16,72,6462,77.5,140
433,10138,10138,喜々津カントリー倶楽部,OUT,コーライ,レギュラー,2015.10.16,IN,コーライ,レギュラー,2015.10.16,72,6111,75.7,137
434,10139,10139,喜々津カントリー倶楽部,OUT,コーライ,フロント1,2015.10.16,IN,コーライ,フロント1,2015.10.16,72,5795,73.7,133
435,10140,10140,喜々津カントリー倶楽部,OUT,コーライ,レディース,2015.10.16,IN,コーライ,レディース,2015.10.16,72,5549,71.8,128
445,51,51,恵庭カントリー倶楽部,阿寒,ベント,フロント,2018.10.18,摩周,ベント,フロント,2018.10.18,72,5855,73.6,126
446,52,52,恵庭カントリー倶楽部,阿寒,ベント,レディース,2018.10.18,摩周,ベント,レディース,2018.10.18,72,5411,71.2,121
447,53,53,恵庭カントリー倶楽部,摩周,ベント,チャンピオン,2018.10.18,支笏,ベント,チャンピオン,2018.10.18,72,7178,81.3,145
448,54,54,恵庭カントリー倶楽部,摩周,ベント,バック,2018.10.18,支笏,ベント,バック,2018.10.18,72,6938,79.9,142
449,55,55,恵庭カントリー倶楽部,摩周,ベント,レギュラー,2018.10.18,支笏,ベント,レギュラー,2018.10.18,72,6422,77.0,136
450,56,56,恵庭カントリー倶楽部,摩周,ベント,フロント,2018.10.18,支笏,ベント,フロント,2018.10.18,72,5990,74.6,131
451,57,57,恵庭カントリー倶楽部,摩周,ベント,レディース,2018.10.18,支笏,ベント,レディース,2018.10.18,72,5554,72.2,126
452,10100,10100,大和不動カントリー倶楽部,OUT,ベント,フロント,2021.07.14,IN,ベント,フロント,2021.07.14,72,6067,74.4,134
453,10101,10101,大和不動カントリー倶楽部,OUT,ベント,レディース,2021.07.14,IN,ベント,レディース,2021.07.14,72,5608,70.7,121
454,8559,8559,備中高原北房カントリー倶楽部,OUT(椿),ベント,バック,2008.07.08,イン(紅葉),ベント,バック,2008.07.08,72,7027,78.9,144
455,8560,8560,備中高原北房カントリー倶楽部,OUT(椿),ベント,レギュラー,2008.07.08,イン(紅葉),ベント,レギュラー,2008.07.08,72,6626,76.8,138
456,8561,8561,備中高原北房カントリー倶楽部,OUT(椿),ベント,フロント,2008.07.08,イン(紅葉),ベント,フロント,2008.07.08,72,6285,75.2,134
457,8562,8562,備中高原北房カントリー倶楽部,OUT(椿),ベント,レディス,2008.07.08,イン(紅葉),ベント,レディス,2008.07.08,72,5605,71.8,125
458,4069,4069,葉山国際カンツリー倶楽部,OUT・ダイヤ,Pグリーン(ベント),バック,2014.01.01,イン・ダイヤ,Pグリーン(ベント),バック,2014.01.01,72,6609,76.2,137
459,4070,4070,葉山国際カンツリー倶楽部,OUT・ダイヤ,Pグリーン(ベント),レギュラー,2014.01.01,イン・ダイヤ,Pグリーン(ベント),レギュラー,2014.01.01,72,6313,74.6,133
460,4071,4071,葉山国際カンツリー倶楽部,OUT・ダイヤ,Pグリーン(ベント),レディース,2014.01.01,イン・ダイヤ,Pグリーン(ベント),レディース,2014.01.01,72,5698,71.4,124
461,4072,4072,葉山国際カンツリー倶楽部,OUT・ダイヤ,Lグリーン(ベント),バック,2014.01.01,イン・ダイヤ,Lグリーン(ベント),バック,2014.01.01,72,6312,74.3,133
462,4073,4073,葉山国際カンツリー倶楽部,OUT・ダイヤ,Lグリーン(ベント),レギュラー,2014.01.01,イン・ダイヤ,Lグリーン(ベント),レギュラー,2014.01.01,72,6017,72.7,128
463,4074,4074,葉山国際カンツリー倶楽部,OUT・ダイヤ,Lグリーン(ベント),レディース,2014.01.01,イン・ダイヤ,Lグリーン(ベント),レディース,2014.01.01,72,5402,69.7,120
464,7386,7386,名神竜王カントリー倶楽部,OUT,ベント(A),レギュラー,2014.09.03,IN,ベント(A),レギュラー,2014.09.03,72,6516,77.6,140
465,7387,7387,名神竜王カントリー倶楽部,OUT,ベント(A),フロント,2014.09.03,IN,ベント(A),フロント,2014.09.03,72,6184,75.7,136
466,7388,7388,名神竜王カントリー倶楽部,OUT,ベント(A),レディース,2014.09.03,IN,ベント(A),レディース,2014.09.03,72,5425,71.6,126
467,7389,7389,名神竜王カントリー倶楽部,OUT,ベント(B),レギュラー,2014.09.03,IN,ベント(B),レギュラー,2014.09.03,72,6214,75.8,136
468,7390,7390,名神竜王カントリー倶楽部,OUT,ベント(B),フロント,2014.09.03,IN,ベント(B),フロント,2014.09.03,72,5906,74.1,131
469,7391,7391,名神竜王カントリー倶楽部,OUT,ベント(B),レディース,2014.09.03,IN,ベント(B),レディース,2014.09.03,72,5152,69.9,120
470,7290,7290,彦根カントリー倶楽部,OUT,ベント(A),バック,2021.03.22,IN,ベント(A),バック,2021.03.22,72,6651,78.8,144
471,7291,7291,彦根カントリー倶楽部,OUT,ベント(A),レギュラー,2021.03.22,IN,ベント(A),レギュラー,2021.03.22,72,6313,77.1,141
472,7292,7292,彦根カントリー倶楽部,OUT,ベント(A),フロント,2021.03.22,IN,ベント(A),フロント,2021.03.22,72,6053,75.6,139
473,7293,7293,彦根カントリー倶楽部,OUT,ベント(A),シルバー,2021.03.22,IN,ベント(A),シルバー,2021.03.22,72,5819,74.2,136
474,7294,7294,彦根カントリー倶楽部,OUT,ベント(A),レディース,2021.03.22,IN,ベント(A),レディース,2021.03.22,72,4949,69.3,126
475,7295,7295,彦根カントリー倶楽部,OUT,ベント(A),ゴールド,2021.03.22,IN,ベント(A),ゴールド,2021.03.22,72,4778,68.2,124
476,7296,7296,彦根カントリー倶楽部,OUT,ベント(A),オレンジ,2021.03.22,IN,ベント(A),オレンジ,2021.03.22,72,4219,65.1,118
477,7297,7297,彦根カントリー倶楽部,OUT,ベント(B),バック,2021.03.22,IN,ベント(B),バック,2021.03.22,72,6393,77.3,141
478,7298,7298,彦根カントリー倶楽部,OUT,ベント(B),レギュラー,2021.03.22,IN,ベント(B),レギュラー,2021.03.22,72,6075,75.7,139
479,7299,7299,彦根カントリー倶楽部,OUT,ベント(B),フロント,2021.03.22,IN,ベント(B),フロント,2021.03.22,72,5800,74.2,135
