,Unnamed: 0,コース１,コース１.1,コース１.2,コース１.3,コース2,コース2.1,コース2.2,コース2.3,Par,Yards,CourseRating,SlopeRating
1084,塩屋崎カントリークラブ,桜,ベント,レギュラー,2014.02.27,椿,ベント,レギュラー,2014.02.27,72,6501,78.1,137
1085,塩屋崎カントリークラブ,桜,ベント,フロント,2014.02.27,椿,ベント,フロント,2014.02.27,72,6195,76.3,134
1086,塩屋崎カントリークラブ,桜,ベント,レディース,2014.02.27,椿,ベント,レディース,2014.02.27,72,5286,70.3,121
1087,塩屋崎カントリークラブ,椿,ベント,バック,2014.02.27,藤,ベント,バック,2014.02.27,72,6905,79.9,141
1088,塩屋崎カントリークラブ,椿,ベント,レギュラー,2014.02.27,藤,ベント,レギュラー,2014.02.27,72,6568,78.2,136
1089,塩屋崎カントリークラブ,椿,ベント,フロント,2014.02.27,藤,ベント,フロント,2014.02.27,72,6262,76.4,134
1090,塩屋崎カントリークラブ,椿,ベント,レディース,2014.02.27,藤,ベント,レディース,2014.02.27,72,5299,70.3,123
1091,塩屋崎カントリークラブ,藤,ベント,バック,2014.02.27,桜,ベント,バック,2014.02.27,72,6756,78.8,137
1092,塩屋崎カントリークラブ,藤,ベント,レギュラー,2014.02.27,桜,ベント,レギュラー,2014.02.27,72,6455,77.3,132
1093,塩屋崎カントリークラブ,藤,ベント,フロント,2014.02.27,桜,ベント,フロント,2014.02.27,72,6131,75.1,131
1094,塩屋崎カントリークラブ,藤,ベント,レディース,2014.02.27,桜,ベント,レディース,2014.02.27,72,5115,68.4,118
1095,白河高原カントリークラブ,OUT,ベント,バック,2008.11.05,IN,ベント,バック,2008.11.05,72,6675,76.8,138
1096,白河高原カントリークラブ,OUT,ベント,フロント,2008.11.05,IN,ベント,フロント,2008.11.05,72,6315,74.9,133
1097,白河高原カントリークラブ,OUT,ベント,レディース,2008.11.05,IN,ベント,レディース,2008.11.05,72,5240,69.5,119
1098,白河メドウゴルフ倶楽部,OUT,ベント,チャンピオン,2014.06.16,IN,ベント,チャンピオン,2014.06.16,72,6797,79.5,134
1099,白河メドウゴルフ倶楽部,OUT,ベント,バック,2014.06.16,IN,ベント,バック,2014.06.16,72,6452,77.3,131
1100,白河メドウゴルフ倶楽部,OUT,ベント,レギュラー,2014.06.16,IN,ベント,レギュラー,2014.06.16,72,6121,75.3,126
1101,白河メドウゴルフ倶楽部,OUT,ベント,フロント,2014.06.16,IN,ベント,フロント,2014.06.16,72,5685,72.6,123
1102,白河メドウゴルフ倶楽部,OUT,ベント,レディース,2014.06.16,IN,ベント,レディース,2014.06.16,72,5345,70.4,118
1103,JGMサラブレッドゴルフクラブ,ダービーOUT,ベント,Champion,2012.06.25,ダービーIN,ベント,Champion,2012.06.25,72,6640,77.5,138
1104,JGMサラブレッドゴルフクラブ,ダービーOUT,ベント,Back,2012.06.25,ダービーIN,ベント,Back,2012.06.25,72,6369,76.0,136
1105,JGMサラブレッドゴルフクラブ,ダービーOUT,ベント,Regular,2012.06.25,ダービーIN,ベント,Regular,2012.06.25,72,6084,74.4,133
1106,JGMサラブレッドゴルフクラブ,ダービーOUT,ベント,Front,2012.06.25,ダービーIN,ベント,Front,2012.06.25,72,5687,72.0,126
1107,JGMサラブレッドゴルフクラブ,ダービーOUT,ベント,Ladies,2012.06.25,ダービーIN,ベント,Ladies,2012.06.25,72,5350,69.9,123
1108,棚倉田舎倶楽部,東,ベント,BT,2018.09.03,西,ベント,BT,2018.09.03,72,7127,80.6,144
1109,棚倉田舎倶楽部,東,ベント,RT,2018.09.03,西,ベント,RT,2018.09.03,72,6544,77.4,137
1110,棚倉田舎倶楽部,東,ベント,FT1/LT1,2018.09.03,西,ベント,FT1/LT1,2018.09.03,72,6158,75.1,134
1111,棚倉田舎倶楽部,東,ベント,LT2,2018.09.03,西,ベント,LT2,2018.09.03,72,5203,69.5,122
1112,棚倉田舎倶楽部,中,ベント,BT,2018.09.03,東,ベント,BT,2018.09.03,72,7063,80.7,142
1113,棚倉田舎倶楽部,中,ベント,RT,2018.09.03,東,ベント,RT,2018.09.03,72,6433,76.8,136
1114,棚倉田舎倶楽部,中,ベント,FT1/LT1,2018.09.03,東,ベント,FT1/LT1,2018.09.03,72,6080,74.9,132
1115,棚倉田舎倶楽部,中,ベント,LT2,2018.09.03,東,ベント,LT2,2018.09.03,72,5201,69.8,122
1116,棚倉田舎倶楽部,西,ベント,BT,2018.09.03,中,ベント,BT,2018.09.03,72,7044,80.9,142
1117,棚倉田舎倶楽部,西,ベント,RT,2018.09.03,中,ベント,RT,2018.09.03,72,6561,78.2,135
1118,棚倉田舎倶楽部,西,ベント,FT1/LT1,2018.09.03,中,ベント,FT1/LT1,2018.09.03,72,6246,76.2,130
1119,棚倉田舎倶楽部,西,ベント,LT2,2018.09.03,中,ベント,LT2,2018.09.03,72,5272,70.5,122
1120,猫魔ホテル猪苗代ゴルフコース,OUT,ベント,チャンピオン,2021.10.15,IN,ベント,チャンピオン,2021.10.15,72,7075,80.4,146
1121,猫魔ホテル猪苗代ゴルフコース,OUT,ベント,バック,2021.10.15,IN,ベント,バック,2021.10.15,72,6884,79.3,143
1122,猫魔ホテル猪苗代ゴルフコース,OUT,ベント,レギュラー,2021.10.15,IN,ベント,レギュラー,2021.10.15,72,6392,76.6,138
1123,猫魔ホテル猪苗代ゴルフコース,OUT,ベント,フロント,2021.10.15,IN,ベント,フロント,2021.10.15,72,6053,74.4,134
1124,猫魔ホテル猪苗代ゴルフコース,OUT,ベント,レディース,2021.10.15,IN,ベント,レディース,2021.10.15,72,5306,70.2,125
1125,パーシモンカントリークラブ,東,ベント,バック,2018.10.18,西,ベント,バック,2018.10.18,72,6622,78.5,138
1126,パーシモンカントリークラブ,東,ベント,レギュラー,2018.10.18,西,ベント,レギュラー,2018.10.18,72,6108,75.3,133
1127,パーシモンカントリークラブ,東,ベント,フロント,2018.10.18,西,ベント,フロント,2018.10.18,72,5662,72.6,130
1128,パーシモンカントリークラブ,東,ベント,レディース,2018.10.18,西,ベント,レディース,2018.10.18,72,5143,69.7,123
1129,パーシモンカントリークラブ,西,ベント,バック,2018.10.18,中,ベント,バック,2018.10.18,72,6410,77.3,135
1130,パーシモンカントリークラブ,西,ベント,レギュラー,2018.10.18,中,ベント,レギュラー,2018.10.18,72,5847,73.9,131
1131,パーシモンカントリークラブ,西,ベント,フロント,2018.10.18,中,ベント,フロント,2018.10.18,72,5358,70.9,129
1132,パーシモンカントリークラブ,西,ベント,レディース,2018.10.18,中,ベント,レディース,2018.10.18,72,5023,69.1,123
1133,パーシモンカントリークラブ,中,ベント,バック,2018.10.18,東,ベント,バック,2018.10.18,72,6432,77.2,136
1134,パーシモンカントリークラブ,中,ベント,レギュラー,2018.10.18,東,ベント,レギュラー,2018.10.18,72,5869,73.8,130
1135,パーシモンカントリークラブ,中,ベント,フロント,2018.10.18,東,ベント,フロント,2018.10.18,72,5476,71.1,126
1136,パーシモンカントリークラブ,中,ベント,レディース,2018.10.18,東,ベント,レディース,2018.10.18,72,4934,68.2,120
1137,福島ゴルフ倶楽部民報コース,OUT,コーライ,バック,2021.12.13,IN,コーライ,バック,2021.12.13,72,5965,75.6,135
1138,福島ゴルフ倶楽部民報コース,OUT,コーライ,レギュラー,2021.12.13,IN,コーライ,レギュラー,2021.12.13,72,5690,74.1,131
1139,福島ゴルフ倶楽部民報コース,OUT,コーライ,ゴールド,2021.12.13,IN,コーライ,ゴールド,2021.12.13,72,5259,71.7,126
1140,福島ゴルフ倶楽部民報コース,OUT,コーライ,レディース,2021.12.13,IN,コーライ,レディース,2021.12.13,72,4939,69.9,123
1141,メローウッドゴルフクラブ,OUT,ベント,バック,2018.08.20,IN,ベント,バック,2018.08.20,72,6792,79.9,146
1142,メローウッドゴルフクラブ,OUT,ベント,レギュラー,2018.08.20,IN,ベント,レギュラー,2018.08.20,72,6163,75.9,141
1143,メローウッドゴルフクラブ,OUT,ベント,シニア,2018.08.20,IN,ベント,シニア,2018.08.20,72,5698,73.0,135
1144,メローウッドゴルフクラブ,OUT,ベント,レディース,2018.08.20,IN,ベント,レディース,2018.08.20,72,5344,71.4,130
1145,メローウッドゴルフクラブ,OUT,ベント,ピンク,2018.08.20,IN,ベント,ピンク,2018.08.20,72,5296,70.8,128
1146,矢吹ゴルフ倶楽部,OUT,ベント,レギュラー,2013.09.09,IN,ベント,レギュラー,2013.09.09,72,6415,77.2,142
1147,矢吹ゴルフ倶楽部,OUT,ベント,フロント,2013.09.09,IN,ベント,フロント,2013.09.09,72,5546,71.8,130
1148,矢吹ゴルフ倶楽部,OUT,ベント,レディス,2013.09.09,IN,ベント,レディス,2013.09.09,72,5240,70.1,125
1149,湯本スプリングスカントリークラブ,OUT,右グリーン,バック,2010.05.26,IN,右グリーン,バック,2010.05.26,72,6810,76.9,139
1150,湯本スプリングスカントリークラブ,OUT,右グリーン,レギュラー,2010.05.26,IN,右グリーン,レギュラー,2010.05.26,72,6309,74.2,131
1151,湯本スプリングスカントリークラブ,OUT,右グリーン,レディス1,2010.05.26,IN,右グリーン,レディス1,2010.05.26,72,5353,69.4,119
1152,湯本スプリングスカントリークラブ,OUT,左グリーン,バック,2010.05.26,IN,左グリーン,バック,2010.05.26,72,6761,76.9,139
1153,湯本スプリングスカントリークラブ,OUT,左グリーン,レギュラー,2010.05.26,IN,左グリーン,レギュラー,2010.05.26,72,6266,74.2,131
1154,湯本スプリングスカントリークラブ,OUT,左グリーン,レディス1,2010.05.26,IN,左グリーン,レディス1,2010.05.26,72,5300,69.4,119
1155,ローレルバレイカントリークラブ,東,Aグリーン,バック,2013.10.28,中,Aグリーン,バック,2013.10.28,72,6943,77.8,136
1156,ローレルバレイカントリークラブ,東,Aグリーン,レギュラー,2013.10.28,中,Aグリーン,レギュラー,2013.10.28,72,6429,75.2,132
1157,ローレルバレイカントリークラブ,東,Aグリーン,フロント,2013.10.28,中,Aグリーン,フロント,2013.10.28,72,5221,68.2,121
1158,ローレルバレイカントリークラブ,東,Bグリーン,バック,2013.10.28,中,Bグリーン,バック,2013.10.28,72,6847,77.3,133
1159,ローレルバレイカントリークラブ,東,Bグリーン,レギュラー,2013.10.28,中,Bグリーン,レギュラー,2013.10.28,72,6241,74.6,129
1160,ローレルバレイカントリークラブ,東,Bグリーン,フロント,2013.10.28,中,Bグリーン,フロント,2013.10.28,72,5163,67.3,115
1161,ローレルバレイカントリークラブ,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
1162,浅見ゴルフ倶楽部,北,ベント,フルバック,2020.03.31,中,ベント,フルバック,2020.03.31,72,6750,78.2,142
1163,浅見ゴルフ倶楽部,北,ベント,バック,2020.03.31,中,ベント,バック,2020.03.31,72,6732,78.1,142
1164,浅見ゴルフ倶楽部,北,ベント,レギュラー,2020.03.31,中,ベント,レギュラー,2020.03.31,72,6317,75.9,136
1165,浅見ゴルフ倶楽部,北,ベント,フロント,2020.03.31,中,ベント,フロント,2020.03.31,72,5973,73.8,132
1166,浅見ゴルフ倶楽部,北,ベント,レディース,2020.03.31,中,ベント,レディース,2020.03.31,72,5399,70.2,126
1167,浅見ゴルフ倶楽部,中,ベント,フルバック,2020.03.31,南,ベント,フルバック,2020.03.31,72,6832,79.2,143
1168,浅見ゴルフ倶楽部,中,ベント,バック,2020.03.31,南,ベント,バック,2020.03.31,72,6767,78.8,142
1169,浅見ゴルフ倶楽部,中,ベント,レギュラー,2020.03.31,南,ベント,レギュラー,2020.03.31,72,6328,76.4,137
1170,浅見ゴルフ倶楽部,中,ベント,フロント,2020.03.31,南,ベント,フロント,2020.03.31,72,6110,74.9,135
1171,浅見ゴルフ倶楽部,中,ベント,レディース,2020.03.31,南,ベント,レディース,2020.03.31,72,5271,69.8,126
1172,浅見ゴルフ倶楽部,南,ベント,フルバック,2020.03.31,北,ベント,フルバック,2020.03.31,72,6876,79.6,142
1173,浅見ゴルフ倶楽部,南,ベント,バック,2020.03.31,北,ベント,バック,2020.03.31,72,6829,79.3,142
1174,浅見ゴルフ倶楽部,南,ベント,レギュラー,2020.03.31,北,ベント,レギュラー,2020.03.31,72,6361,76.7,136
1175,浅見ゴルフ倶楽部,南,ベント,フロント,2020.03.31,北,ベント,フロント,2020.03.31,72,6045,74.7,133
1176,浅見ゴルフ倶楽部,南,ベント,レディース,2020.03.31,北,ベント,レディース,2020.03.31,72,5292,69.8,127
1177,アスレチックガーデンゴルフ倶楽部,OUT,ベント,ブラック,2021.04.13,IN,ベント,ブラック,2021.04.13,72,6779,78.7,144
1178,アスレチックガーデンゴルフ倶楽部,OUT,ベント,ブルー,2021.04.13,IN,ベント,ブルー,2021.04.13,72,6363,76.5,138
1179,アスレチックガーデンゴルフ倶楽部,OUT,ベント,ホワイト,2021.04.13,IN,ベント,ホワイト,2021.04.13,72,6080,74.9,135
1180,アスレチックガーデンゴルフ倶楽部,OUT,ベント,ゴールド,2021.04.13,IN,ベント,ゴールド,2021.04.13,72,5568,72.0,129
1181,アスレチックガーデンゴルフ倶楽部,OUT,ベント,レッド,2021.04.13,IN,ベント,レッド,2021.04.13,72,5250,70.3,125
1182,阿見ゴルフクラブ,OUT,Aグリーン,バック,2010.09.16,IN,Aグリーン,バック,2010.09.16,72,6879,77.9,141
1183,阿見ゴルフクラブ,OUT,Aグリーン,レギュラー,2010.09.16,IN,Aグリーン,レギュラー,2010.09.16,72,6425,75.5,135
1184,阿見ゴルフクラブ,OUT,Aグリーン,フロント1,2010.09.16,IN,Aグリーン,フロント1,2010.09.16,72,6007,73.3,129
1185,阿見ゴルフクラブ,OUT,Bグリーン,バック,2010.09.16,IN,Bグリーン,バック,2010.09.16,72,6510,75.6,135
1186,阿見ゴルフクラブ,OUT,Bグリーン,レギュラー,2010.09.16,IN,Bグリーン,レギュラー,2010.09.16,72,6056,73.3,129
1187,阿見ゴルフクラブ,OUT,Bグリーン,フロント1,2010.09.16,IN,Bグリーン,フロント1,2010.09.16,72,5638,71.1,123
1188,石岡ウエストカントリークラブ,OUT,Aグリーン,チャンピオン,2017.06.19,IN,Aグリーン,チャンピオン,2017.06.19,72,6914,78.7,140
1189,石岡ウエストカントリークラブ,OUT,Aグリーン,バック,2017.06.19,IN,Aグリーン,バック,2017.06.19,72,6552,76.7,136
1190,石岡ウエストカントリークラブ,OUT,Aグリーン,レギュラー,2017.06.19,IN,Aグリーン,レギュラー,2017.06.19,72,6161,74.6,131
1191,石岡ウエストカントリークラブ,OUT,Aグリーン,フロント1,2017.06.19,IN,Aグリーン,フロント1,2017.06.19,72,5589,71.4,125
1192,石岡ウエストカントリークラブ,OUT,Aグリーン,レディース,2017.06.19,IN,Aグリーン,レディース,2017.06.19,72,4839,67.2,116
1193,石岡ウエストカントリークラブ,OUT,Bグリーン,チャンピオン,2017.06.19,IN,Bグリーン,チャンピオン,2017.06.19,72,6520,76.3,136
1194,石岡ウエストカントリークラブ,OUT,Bグリーン,バック,2017.06.19,IN,Bグリーン,バック,2017.06.19,72,6158,74.2,132
1195,石岡ウエストカントリークラブ,OUT,Bグリーン,レギュラー,2017.06.19,IN,Bグリーン,レギュラー,2017.06.19,72,5767,72.1,127
1196,石岡ウエストカントリークラブ,OUT,Bグリーン,フロント1,2017.06.19,IN,Bグリーン,フロント1,2017.06.19,72,5195,68.9,120
1197,石岡ウエストカントリークラブ,OUT,Bグリーン,レディース,2017.06.19,IN,Bグリーン,レディース,2017.06.19,72,4445,64.7,112
1198,茨城ゴルフ倶楽部,東OUT,ベント,チャンピオン,2014.10.09,東イン,ベント,チャンピオン,2014.10.09,72,7336,82.2,145
1199,茨城ゴルフ倶楽部,東OUT,ベント,フルバック,2014.10.09,東イン,ベント,フルバック,2014.10.09,72,7061,80.6,141
1200,茨城ゴルフ倶楽部,東OUT,ベント,バック,2014.10.09,東イン,ベント,バック,2014.10.09,72,6592,77.9,136
1201,茨城ゴルフ倶楽部,東OUT,ベント,フロント,2014.10.09,東イン,ベント,フロント,2014.10.09,72,6261,75.9,132
1202,茨城ゴルフ倶楽部,東OUT,ベント,レディース,2014.10.09,東イン,ベント,レディース,2014.10.09,72,5478,71.3,124
1203,茨城ゴルフ倶楽部,西OUT,Aグリーン,フルバック,2016.06.23,西イン,Aグリーン,フルバック,2016.06.23,72,7095,80.6,143
1204,茨城ゴルフ倶楽部,西OUT,Aグリーン,バック,2016.06.23,西イン,Aグリーン,バック,2016.06.23,72,6594,77.8,138
1205,茨城ゴルフ倶楽部,西OUT,Aグリーン,フロント,2016.06.23,西イン,Aグリーン,フロント,2016.06.23,72,6339,76.4,135
1206,茨城ゴルフ倶楽部,西OUT,Aグリーン,レディース,2016.06.23,西イン,Aグリーン,レディース,2016.06.23,72,5570,72.1,126
1207,茨城ゴルフ倶楽部,西OUT,Bグリーン,フルバック,2016.06.23,西イン,Bグリーン,フルバック,2016.06.23,72,6783,78.6,138
1208,茨城ゴルフ倶楽部,西OUT,Bグリーン,バック,2016.06.23,西イン,Bグリーン,バック,2016.06.23,72,6282,75.8,132
1209,茨城ゴルフ倶楽部,西OUT,Bグリーン,フロント,2016.06.23,西イン,Bグリーン,フロント,2016.06.23,72,6027,74.3,130
1210,茨城ゴルフ倶楽部,西OUT,Bグリーン,レディース,2016.06.23,西イン,Bグリーン,レディース,2016.06.23,72,5258,70.1,120
1211,茨城ロイヤルカントリー倶楽部,OUT,ベント,ブラック,2021.04.20,IN,ベント,ブラック,2021.04.20,72,7079,79.7,138
1212,茨城ロイヤルカントリー倶楽部,OUT,ベント,ブルー,2021.04.20,IN,ベント,ブルー,2021.04.20,72,6715,77.6,134
1213,茨城ロイヤルカントリー倶楽部,OUT,ベント,ホワイト,2021.04.20,IN,ベント,ホワイト,2021.04.20,72,6123,74.4,126
1214,茨城ロイヤルカントリー倶楽部,OUT,ベント,レッド,2021.04.20,IN,ベント,レッド,2021.04.20,72,5558,71.4,120
1215,茨城パシフィックカントリー倶楽部,OUT,Aグリーン,バック,2009.11.18,IN,Aグリーン,バック,2009.11.18,72,6867,77.6,140
1216,茨城パシフィックカントリー倶楽部,OUT,Aグリーン,レギュラー,2009.11.18,IN,Aグリーン,レギュラー,2009.11.18,72,6311,74.7,133
1217,茨城パシフィックカントリー倶楽部,OUT,Aグリーン,フロント1,2009.11.18,IN,Aグリーン,フロント1,2009.11.18,72,5886,72.4,127
1218,茨城パシフィックカントリー倶楽部,OUT,Aグリーン,フロント2,2009.11.18,IN,Aグリーン,フロント2,2009.11.18,72,5234,69.3,118
1219,茨城パシフィックカントリー倶楽部,OUT,Bグリーン,バック,2009.11.18,IN,Bグリーン,バック,2009.11.18,72,6640,76.4,137
1220,茨城パシフィックカントリー倶楽部,OUT,Bグリーン,レギュラー,2009.11.18,IN,Bグリーン,レギュラー,2009.11.18,72,6084,73.4,129
1221,茨城パシフィックカントリー倶楽部,OUT,Bグリーン,フロント1,2009.11.18,IN,Bグリーン,フロント1,2009.11.18,72,5659,71.2,123
1222,茨城パシフィックカントリー倶楽部,OUT,Bグリーン,フロント2,2009.11.18,IN,Bグリーン,フロント2,2009.11.18,72,5007,68.3,116
1223,岩瀬桜川カントリークラブ,OUT,ベント,バック,2009.04.07,IN,ベント,バック,2009.04.07,72,6785,76.9,139
1224,岩瀬桜川カントリークラブ,OUT,ベント,レギュラー,2009.04.07,IN,ベント,レギュラー,2009.04.07,72,6341,74.6,133
1225,岩瀬桜川カントリークラブ,OUT,ベント,フロント1,2009.04.07,IN,ベント,フロント1,2009.04.07,72,5440,69.9,120
1226,イーグルポイントゴルフクラブ,OUT,ベント,フルバック,2018.11.19,IN,ベント,フルバック,2018.11.19,72,7292,81.1,143
1227,イーグルポイントゴルフクラブ,OUT,ベント,バック,2018.11.19,IN,ベント,バック,2018.11.19,72,6642,77.5,136
1228,イーグルポイントゴルフクラブ,OUT,ベント,レギュラー,2018.11.19,IN,ベント,レギュラー,2018.11.19,72,6185,75.0,131
1229,イーグルポイントゴルフクラブ,OUT,ベント,フロント1,2018.11.19,IN,ベント,フロント1,2018.11.19,72,5764,72.7,126
1230,イーグルポイントゴルフクラブ,OUT,ベント,レディース,2018.11.19,IN,ベント,レディース,2018.11.19,72,5055,68.7,117
1231,うぐいすの森ゴルフクラブ水戸,OUT,ベント,バック,2013.04.12,IN,ベント,バック,2013.04.12,72,6648,79.4,137
1232,うぐいすの森ゴルフクラブ水戸,OUT,ベント,フロント,2013.04.12,IN,ベント,フロント,2013.04.12,72,5836,74.6,128
1233,うぐいすの森ゴルフクラブ水戸,OUT,ベント,レディース,2013.04.12,IN,ベント,レディース,2013.04.12,72,4657,67.5,117
1234,江戸崎カントリー倶楽部,東・OUT,ベントA,バック,2015.06.05,東・イン,ベントA,バック,2015.06.05,72,6899,79.4,137
1235,江戸崎カントリー倶楽部,東・OUT,ベントA,レギュラー,2015.06.05,東・イン,ベントA,レギュラー,2015.06.05,72,6444,76.8,131
1236,江戸崎カントリー倶楽部,東・OUT,ベントA,フロント1,2015.06.05,東・イン,ベントA,フロント1,2015.06.05,72,5895,73.8,125
1237,江戸崎カントリー倶楽部,東・OUT,ベントA,フロント2,2015.06.05,東・イン,ベントA,フロント2,2015.06.05,72,5333,70.7,118
1238,江戸崎カントリー倶楽部,東・OUT,ベントB,バック,2015.06.05,東・イン,ベントB,バック,2015.06.05,72,6742,78.8,140
1239,江戸崎カントリー倶楽部,東・OUT,ベントB,レギュラー,2015.06.05,東・イン,ベントB,レギュラー,2015.06.05,72,6283,76.0,136
1240,江戸崎カントリー倶楽部,東・OUT,ベントB,フロント1,2015.06.05,東・イン,ベントB,フロント1,2015.06.05,72,5731,72.9,129
1241,江戸崎カントリー倶楽部,東・OUT,ベントB,フロント2,2015.06.05,東・イン,ベントB,フロント2,2015.06.05,72,5169,69.9,122
1242,江戸崎カントリー倶楽部,南・OUT,コーライ,バック,2010.07.26,南・イン,コーライ,バック,2010.07.26,72,6770,77.5,140
1243,江戸崎カントリー倶楽部,南・OUT,コーライ,レギュラー,2010.07.26,南・イン,コーライ,レギュラー,2010.07.26,72,6330,75.2,134
1244,江戸崎カントリー倶楽部,南・OUT,コーライ,フロント1,2010.07.26,南・イン,コーライ,フロント1,2010.07.26,72,5945,73.1,129
1245,江戸崎カントリー倶楽部,南・OUT,コーライ,フロント2,2010.07.26,南・イン,コーライ,フロント2,2010.07.26,72,5778,72.3,126
1246,江戸崎カントリー倶楽部,南・OUT,ベント,バック,2010.07.26,南・イン,ベント,バック,2010.07.26,72,6624,76.6,138
1247,江戸崎カントリー倶楽部,南・OUT,ベント,レギュラー,2010.07.26,南・イン,ベント,レギュラー,2010.07.26,72,6174,74.2,131
1248,江戸崎カントリー倶楽部,南・OUT,ベント,フロント1,2010.07.26,南・イン,ベント,フロント1,2010.07.26,72,5807,72.3,126
1249,江戸崎カントリー倶楽部,南・OUT,ベント,フロント2,2010.07.26,南・イン,ベント,フロント2,2010.07.26,72,5640,71.4,124
1250,大洗ゴルフ倶楽部,OUT,ベント,バック,2020.10.05,IN,ベント,バック,2020.10.05,72,7205,82.0,147
1251,大洗ゴルフ倶楽部,OUT,ベント,レギュラー,2020.10.05,IN,ベント,レギュラー,2020.10.05,72,6710,79.1,142
1252,大洗ゴルフ倶楽部,OUT,ベント,フロント1,2020.10.05,IN,ベント,フロント1,2020.10.05,72,6230,76.4,136
1253,大洗ゴルフ倶楽部,OUT,ベント,フロント2,2020.10.05,IN,ベント,フロント2,2020.10.05,72,5696,73.2,129
1254,大利根カントリークラブ,東OUT,White.F,チャンピオン1,2014.06.02,東イン,White.F,チャンピオン1,2014.06.02,72,7129,81.5,139
1255,大利根カントリークラブ,東OUT,White.F,チャンピオン2,2014.06.02,東イン,White.F,チャンピオン2,2014.06.02,72,7071,81.2,138
1256,大利根カントリークラブ,東OUT,White.F,バック,2014.06.02,東イン,White.F,バック,2014.06.02,72,6568,78.4,133
1257,大利根カントリークラブ,東OUT,White.F,レギュラー,2014.06.02,東イン,White.F,レギュラー,2014.06.02,72,6211,76.4,128
1258,大利根カントリークラブ,東OUT,White.F,フロント1,2014.06.02,東イン,White.F,フロント1,2014.06.02,72,5489,71.9,121
1259,大利根カントリークラブ,東OUT,Red.F,チャンピオン1,2014.06.02,東イン,Red.F,チャンピオン1,2014.06.02,72,6808,79.9,135
1260,大利根カントリークラブ,東OUT,Red.F,チャンピオン2,2014.06.02,東イン,Red.F,チャンピオン2,2014.06.02,72,6750,79.5,135
1261,大利根カントリークラブ,東OUT,Red.F,バック,2014.06.02,東イン,Red.F,バック,2014.06.02,72,6273,76.6,130
1262,大利根カントリークラブ,東OUT,Red.F,レギュラー,2014.06.02,東イン,Red.F,レギュラー,2014.06.02,72,5895,74.4,125
1263,大利根カントリークラブ,東OUT,Red.F,フロント1,2014.06.02,東イン,Red.F,フロント1,2014.06.02,72,5177,70.2,118
1264,大利根カントリークラブ,西OUT,White.F,チャンピオン2,2014.06.02,西イン,White.F,チャンピオン2,2014.06.02,72,7121,81.5,143
1265,大利根カントリークラブ,西OUT,White.F,バック,2014.06.02,西イン,White.F,バック,2014.06.02,72,6645,78.7,138
1266,大利根カントリークラブ,西OUT,White.F,レギュラー,2014.06.02,西イン,White.F,レギュラー,2014.06.02,72,6319,76.6,135
1267,大利根カントリークラブ,西OUT,White.F,フロント1,2014.06.02,西イン,White.F,フロント1,2014.06.02,72,5569,72.2,124
1268,大利根カントリークラブ,西OUT,Red.F,チャンピオン2,2014.06.02,西イン,Red.F,チャンピオン2,2014.06.02,72,6677,79.2,139
1269,大利根カントリークラブ,西OUT,Red.F,バック,2014.06.02,西イン,Red.F,バック,2014.06.02,72,6193,76.1,131
1270,大利根カントリークラブ,西OUT,Red.F,レギュラー,2014.06.02,西イン,Red.F,レギュラー,2014.06.02,72,5929,74.3,128
1271,大利根カントリークラブ,西OUT,Red.F,フロント1,2014.06.02,西イン,Red.F,フロント1,2014.06.02,72,5186,69.9,120
1272,オールドオーチャードゴルフクラブ,OUT,ベント,チャンピオン,2013.05.09,IN,ベント,チャンピオン,2013.05.09,72,7114,80.4,143
1273,オールドオーチャードゴルフクラブ,OUT,ベント,バック,2013.05.09,IN,ベント,バック,2013.05.09,72,6622,77.6,138
1274,オールドオーチャードゴルフクラブ,OUT,ベント,レギュラー,2013.05.09,IN,ベント,レギュラー,2013.05.09,72,6156,74.7,132
1275,オールドオーチャードゴルフクラブ,OUT,ベント,フロント,2013.05.09,IN,ベント,フロント,2013.05.09,72,5532,71.1,125
1276,オールドオーチャードゴルフクラブ,OUT,ベント,フォワード,2013.05.09,IN,ベント,フォワード,2013.05.09,72,5075,68.4,120
1277,鹿島の杜カントリー倶楽部,OUT,ベント,バック,2014.11.11,IN,ベント,バック,2014.11.11,72,7730,84.2,154
1278,鹿島の杜カントリー倶楽部,OUT,ベント,レギュラー,2014.11.11,IN,ベント,レギュラー,2014.11.11,72,7033,80.4,146
1279,鹿島の杜カントリー倶楽部,OUT,ベント,フロント1,2014.11.11,IN,ベント,フロント1,2014.11.11,72,6505,77.5,139
1280,鹿島の杜カントリー倶楽部,OUT,ベント,フロント2,2014.11.11,IN,ベント,フロント2,2014.11.11,72,5769,73.3,131
1281,鹿島の杜カントリー倶楽部,OUT,ベント,レディース,2014.11.11,IN,ベント,レディース,2014.11.11,72,5015,68.5,123
1282,かすみがうらゴルフクラブ,中,ベント,バック,2021.09.27,東,ベント,バック,2021.09.27,72,6621,77.3,136
1283,かすみがうらゴルフクラブ,中,ベント,レギュラー,2021.09.27,東,ベント,レギュラー,2021.09.27,72,6311,75.7,132
1284,かすみがうらゴルフクラブ,中,ベント,フロント1,2021.09.27,東,ベント,フロント1,2021.09.27,72,5956,73.8,128
