,course,courseType,no,par,tie,tieType
0,琉球ゴルフ倶楽部,南詳細,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['4', '3', '5', '4', '4', '4', '3', '4', '5']","[['446', '424'], ['187', '156'], ['594', '567'], ['374', '352'], ['418', '374'], ['396', '372'], ['215', '187'], ['450', '361'], ['484', '468']]","['BT', 'RT']"
