,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,3N,4D,3N,5,4,4D,4,4,36
1,Back,519,158,431,192,524,326,469,391,418,3428
2,REGULAR,492,138,410,179,500,302,443,373,369,3206
3,GOLD,483,114,389,145,490,281,369,361,353,2985
4,SILVER,433,114,314,145,425,275,322,325,318,2671
5,Hdcp,3,15,9,13,1,7,5,17,11,­
