,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,4,3N,4,4,5D,3,4,36
1,.黒ティ,575,400,329,183,385,370,591,177,433,3443
2,.青ティ,554,373,307,164,366,346,578,165,402,3255
3,.白ティ,535,316,304,142,330,325,541,149,377,3019
4,.赤ティ,481,277,248,129,282,286,501,137,320,2661
5,サニーティ,386,237,215,95,233,254,403,137,271,2231
6,Hdcp,2,5,8,7,1,4,3,9,6,­
