,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3N,5,3,4,4,4,5,4D,36
1,Back,338,193,546,195,375,365,367,517,370,3266
2,Regular,308,181,526,184,355,331,346,506,347,3084
3,Front,280,171,506,171,337,304,320,498,329,2916
4,Hdcp,7,15,1,18,9,11,5,3,13,­
