,IN,10,11,12,13,14,15,16,17,18,計
0,Par,3,5,4,4,3N,4,4,5D,4,36
1,Black,182,586,325,371,160,375,395,525,436,3355
2,Blue,167,570,311,354,143,358,364,505,394,3166
3,White,147,552,301,333,121,342,349,481,371,2997
4,Pink,147,531,285,333,121,342,330,462,341,2892
5,Hdcp,16,2,10,12,18,6,8,14,4,­
