,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5D,3,4,4,4,3N,4,5,36
1,Back,410,515,160,365,420,340,145,410,550,3315
2,FRONT,360,490,135,325,395,315,120,365,495,3000
3,LADIES,315,460,105,320,370,305,115,250,465,2705
4,Hdcp,9,3,15,7,1,13,17,11,5,­
