,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,3N,4D,5,3,4,5,4,36
1,Back,391,347,178,383,521,196,426,575,341,3358
2,Regular,367,324,160,363,497,176,411,563,320,3181
3,Front,339,304,138,346,497,147,375,473,284,2903
4,Ladies1,300,282,107,318,478,130,324,433,263,2635
5,Ladies2,260,245,107,285,380,130,324,433,263,2427
6,Hdcp,11,13,17,3,3,15,1,5,9,­
