,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,3,4,4D,4,3N,5,5,36
1,Reg.,398,393,214,341,416,425,144,568,480,3379
2,Hdcp,9,5,15,13,1,7,17,3,11,­
