,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Kinshasa Golf Club,Yellow,M,72,72.0,97.4,137,36.6  /  141,35.4  /  132
,White,M,72,69.3,93.6,131,35.1  /  135,34.2  /  127
,Blue,M,72,66.7,89.5,123,33.5  /  129,33.2  /  116
,Red,M,71,64.4,86.2,118,32.4  /  122,32.0  /  113
,Yellow (w),F,72,78.6,112.8,145,39.8  /  149,38.8  /  141
,White (w),F,72,75.4,107.8,138,38.4  /  142,37.0  /  133
,Blue (w),F,72,72.3,103.3,132,36.6  /  139,35.7  /  124
,Red (w),F,72,69.8,99.9,128,35.2  /  131,34.6  /  125
Mumi Golf Club,White,M,70,69.4,92.4,124,34.8  /  122,34.6  /  126
,Red,M,70,62.7,83.7,113,31.3  /  111,31.4  /  115
,White (w),F,70,75.3,106.6,133,37.7  /  133,37.6  /  132
,Red (w),F,70,67.5,95.3,118,33.7  /  117,33.8  /  119
