,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,3,4D,4,4,4,3N,5,4,36
1,BLUE,488,204,383,331,307,446,167,488,405,3219
2,WHITE,461,199,365,298,285,384,153,460,365,2970
3,RED,429,164,349,210,254,317,153,442,290,2608
4,Hdcp,8,12,4,10,18,6,16,14,2,­
