,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3,4,4D,5,4,3N,5,36
1,Champion,422,437,208,449,400,554,377,165,509,3521
2,Back,400,415,179,411,345,498,367,147,493,3255
3,Regular,377,415,179,411,319,470,328,134,481,3114
4,Hdcp,14,4,16,2,12,6,8,18,10,­
