,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4D,4,4,5,3,4,3N,5,36
1,BLACK,363,416,369,362,537,155,329,156,563,3250
2,BLUE,338,397,348,351,514,144,302,138,548,3080
3,WHITE,297,365,348,335,496,132,298,118,548,2937
4,Gold,250,314,262,236,380,128,229,96,439,2334
5,Pink,220,220,215,197,315,110,169,96,300,1842
6,Red,250,274,262,236,380,110,219,96,419,2246
7,Hdcp,9,1,7,15,3,11,17,5,13,­
