,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4D,4,4,3N,4,5D,4,3N,5,36
1,BLUE,373,341,424,194,358,550,412,203,537,3392
2,WHITE,357,303,385,153,325,533,367,143,491,3057
3,GOLD,312,303,348,153,325,482,308,143,450,2824
4,RED,312,282,348,133,256,482,308,128,450,2699
5,Hdcp,7,15,1,9,17,5,3,13,11,­
