,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,3,5,4D,4,4,3N,5,36
1,Champion,447,448,184,535,377,415,469,202,553,3630
2,Back,432,373,165,493,350,377,454,180,503,3327
3,Regular,383,373,140,493,323,377,432,140,503,3164
4,Hdcp,3,11,17,5,13,7,1,15,9,­
