,◎　IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3,4,4,4D,5,3N,4,5,36
1,Champion,440,219,400,358,383,526,198,394,565,3483
2,Back,413,194,388,341,357,503,169,371,537,3273
3,Front,385,158,374,318,328,471,136,341,517,3028
4,Ladies,360,126,265,295,300,445,109,311,495,2706
5,Hdcp,6,12,2,18,14,8,10,4,16,­
