,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3N,4,5D,4,5,3,4,4,36
1,BLACK,380,198,430,557,300,532,173,489,438,3497
2,BLUE,355,184,408,537,279,512,165,473,428,3341
3,WHITE,326,171,388,512,259,489,148,413,398,3104
4,Hdcp,16,14,2,4,12,10,18,8,6,­
