,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5D,4,4,3N,4,3,4,5,36
1,Blue,365,541,400,456,178,446,170,361,592,3509
2,White,351,489,340,426,156,430,146,351,571,3260
3,Red,324,457,212,339,129,275,135,323,489,2683
4,Hdcp,16,8,12,4,18,2,14,10,6,­
