,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,4,4,3N,5,4,3,5D,36
1,BLACK,372,349,308,396,192,533,324,152,508,3134
2,BLUE,357,335,296,371,166,510,297,134,473,2939
3,WHITE,345,319,282,360,166,453,270,134,451,2780
4,Gold,331,264,194,208,148,406,221,114,414,2300
5,Pink,170,193,110,170,114,306,188,84,316,1651
6,Red,229,264,194,208,148,406,221,114,414,2198
7,Hdcp,10,12,4,8,2,14,18,6,16,­
