,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,3N,4,4,3N,5D,4,4,36
1,BLUE,370,600,160,392,338,163,513,314,350,3200
2,WHITE,337,552,148,376,303,152,496,297,333,2994
3,RED,316,477,137,233,292,133,437,297,313,2635
4,Hdcp,12,4,18,2,8,14,16,10,6,­
