,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,3,4,4,4,4,4,3N,5D,36
1,Back,485,195,423,352,415,339,388,177,485,3259
2,Regular,452,158,382,307,364,303,354,128,440,2888
3,Ladies,373,137,329,264,308,267,286,104,373,2441
4,Hdcp,18,6,10,16,11,17,15,13,3,­
