,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,3,4,4,3N,5D,4,4,4,36
1,Back,544,165,434,350,191,517,423,362,347,3333
2,REGULAR,518,141,407,326,165,495,378,328,308,3066
3,LADIES,460,118,383,295,105,433,328,286,278,2686
4,Hdcp,9,15,3,7,13,1,5,17,11,­
