,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,3,4,4,5,4,3,4,36
1,Blue,367,507,133,370,382,501,414,162,384,3220
2,White,347,477,123,349,341,480,394,148,348,3007
3,Red,328,449,110,331,317,406,322,101,320,2684
4,Hdcp,9,3,15,13,7,1,5,17,11,­
