,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,3,4,4,4,5,4,3,4,36
1,Blue,526,160,439,398,380,535,398,160,359,3355
2,White,498,149,341,384,359,517,372,140,341,3101
3,Red,429,132,315,287,337,417,305,129,219,2570
4,Hdcp,10,14,4,16,8,2,6,18,12,­
