,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,4,3,4,4,3,4,5D,36
1,Blue,593,438,387,158,398,403,145,420,476,3418
2,White,565,416,364,140,398,384,129,391,465,3252
3,Red,445,290,294,128,306,330,129,297,443,2662
4,Hdcp,9,3,15,13,7,1,17,5,11,­
