,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,4,3N,4,4,3,5D,4,36
1,Black,410,579,398,194,408,402,196,569,419,3575
2,Blue,386,550,374,174,388,379,174,548,398,3371
3,White,364,517,354,152,365,358,152,526,376,3164
4,Gold,340,471,333,135,343,336,120,477,352,2907
5,Red,340,495,333,135,343,336,132,509,352,2975
6,Hdcp,7,3,15,17,1,11,13,5,9,­
