,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,4,3N,4,5D,3,4,4,36
1,Back,560,460,348,142,380,562,198,358,362,3370
2,Reg.,546,407,330,122,335,515,180,345,333,3113
3,Front,537,385,315,110,318,501,168,328,306,2968
4,Gold,458,324,298,108,295,485,157,298,298,2721
5,Hdcp,5,3,13,17,7,1,15,9,11,­
