,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,5D,4,3N,4,5,3,4,36
1,Black,350,390,590,320,160,415,625,180,370,3400
2,White,322,365,570,300,150,380,585,165,356,3193
3,Green,313,347,510,225,145,370,540,105,318,2873
4,Red,305,255,387,220,92,230,457,100,316,2362
5,Hdcp,12,6,2,10,18,8,4,16,14,­
