,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,4,3,4D,4,4,3N,5,36
1,B.T,542,418,339,205,447,364,381,176,543,3415
2,R.T,506,384,306,182,419,316,344,145,500,3102
3,F.T,467,350,274,115,400,281,299,111,462,2759
4,LADIES,417,350,274,115,293,281,299,111,428,2568
5,P.T,342,260,263,106,216,270,221,97,362,2137
6,Hdcp,10,4,14,16,2,12,6,18,8,­
