,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,3N,4,4,4,5D,3,4,36
1,Back,398,543,161,350,380,358,534,217,405,3346
2,Regular,380,531,134,325,366,341,494,184,390,3145
3,Ladies,341,483,91,276,300,286,460,154,331,2722
4,Hdcp,9,3,15,7,1,13,5,17,11,­
