,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,3,4,4,4,4,3N,5D,4,36
1,BLACK,592,185,419,404,400,402,195,503,408,3508
2,RBLUEeg.,544,154,407,382,373,383,175,473,368,3259
3,WHITE,506,154,392,356,352,249,148,473,347,2977
4,RED,471,133,358,322,324,285,134,439,286,2752
5,Hdcp,4,18,14,8,10,2,16,6,12,­
