,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,4D,3N,5,4,4,3,5,36
1,BT,425,348,401,186,484,328,366,200,546,3284
2,RT,399,340,393,169,462,314,357,192,535,3161
3,FT,385,330,388,155,452,304,320,173,505,3012
4,LT,348,279,244,155,421,231,291,173,462,2604
5,Hdcp,3,7,1,17,5,11,15,13,9,­
